PROVINSI,KABUPATEN_KOTA,KECAMATAN,STATUS,KODE_PUM,DESA_KELURAHAN,TANGGAL,KATEGORI,LAKI-LAKI,PEREMPUAN,JUMLAH,RASIO
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141013,BAJANG,04/02/2019,PENDUDUK USIA 18 - 56 TAHUN,1.543,1.269,2.812,"0,82"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141013,BAJANG,04/02/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,121,206,327,"1,70"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141013,BAJANG,02/10/2017,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,793,831,1.624,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141014,KAWERON,17/12/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.224,1.216,2.44,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141014,KAWERON,04/02/2020,PENDUDUK USIA 0 - 6 TAHUN,215,191,406,"0,89"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141014,KAWERON,04/02/2020,PENDUDUK USIA 56 TAHUN KE ATAS,597,535,1.132,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141014,KAWERON,04/02/2020,PENDUDUK USIA 18 - 56 TAHUN,1.378,427,1.805,"0,31"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141014,KAWERON,04/02/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,212,609,821,"2,87"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141014,KAWERON,04/02/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,527,815,1.342,"1,55"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141014,KAWERON,04/02/2020,ANGKATAN KERJA,1.274,1.289,2.563,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142012,JAJAR,01/01/2017,PENDUDUK USIA 18 - 56 TAHUN,941,972,1.913,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142012,JAJAR,01/01/2017,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,163,153,316,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142012,JAJAR,01/01/2017,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,240,262,502,"1,09"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142012,JAJAR,01/01/2017,ANGKATAN KERJA,805,829,1.634,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142012,JAJAR,01/01/2017,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,578,719,1.297,"1,24"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142012,JAJAR,01/01/2017,PENDUDUK USIA 0 - 6 TAHUN,55,54,109,"0,98"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142012,JAJAR,07/08/2017,PENDUDUK USIA 56 TAHUN KE ATAS,13,48,61,"3,69"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222008,MRONJO,21/08/2017,ANGKATAN KERJA,1.334,1.39,2.724,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222001,MANDESAN,16/12/2020,PENDUDUK USIA 18 - 56 TAHUN,1.435,1.363,2.798,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222001,MANDESAN,16/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222001,MANDESAN,16/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,449,396,845,"0,88"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222001,MANDESAN,18/10/2017,ANGKATAN KERJA,2.564,2.43,4.994,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222001,MANDESAN,16/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.435,1.363,2.798,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222001,MANDESAN,16/12/2020,PENDUDUK USIA 0 - 6 TAHUN,138,150,288,"1,09"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222001,MANDESAN,16/12/2020,PENDUDUK USIA 56 TAHUN KE ATAS,310,366,676,"1,18"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222004,SELOPURO,15/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,2.705,2.75,5.455,"1,02"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222004,SELOPURO,11/11/2019,PENDUDUK USIA 0 - 6 TAHUN,365,383,748,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222004,SELOPURO,11/11/2019,PENDUDUK USIA 18 - 56 TAHUN,2.924,2.935,5.859,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222004,SELOPURO,15/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,240,204,444,"0,85"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222004,SELOPURO,09/08/2020,PENDUDUK USIA 56 TAHUN KE ATAS,855,930,1.785,"1,09"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222006,PLOSO,04/04/2019,ANGKATAN KERJA,93,104,197,"1,12"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222002,JATITENGAH,15/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.127,1.077,2.204,"0,96"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222002,JATITENGAH,30/11/2020,PENDUDUK USIA 0 - 6 TAHUN,136,167,303,"1,23"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222002,JATITENGAH,30/11/2020,PENDUDUK USIA 56 TAHUN KE ATAS,429,387,816,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222002,JATITENGAH,30/11/2020,PENDUDUK USIA 18 - 56 TAHUN,833,1.07,1.903,"1,28"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222002,JATITENGAH,15/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,56,41,97,"0,73"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222002,JATITENGAH,07/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,341,317,658,"0,93"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222002,JATITENGAH,15/11/2018,ANGKATAN KERJA,500,500,1,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505100006,JAMBEWANGI,17/12/2018,PENDUDUK USIA 18 - 56 TAHUN,1.273,1.314,2.587,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505100006,JAMBEWANGI,17/12/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505100006,JAMBEWANGI,17/12/2018,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,424,338,762,"0,80"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505100006,JAMBEWANGI,17/12/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.141,1.189,2.33,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505100006,JAMBEWANGI,17/12/2018,PENDUDUK USIA 0 - 6 TAHUN,184,145,329,"0,79"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505100006,JAMBEWANGI,17/12/2018,PENDUDUK USIA 56 TAHUN KE ATAS,559,402,961,"0,72"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222005,TEGALREJO,22/10/2020,PENDUDUK USIA 18 - 56 TAHUN,1.49,1.419,2.909,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222005,TEGALREJO,22/10/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,256,104,360,"0,41"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222005,TEGALREJO,22/10/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,550,493,1.043,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222005,TEGALREJO,22/10/2020,ANGKATAN KERJA,1.932,1.858,3.79,"0,96"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222005,TEGALREJO,22/10/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.234,1.315,2.549,"1,07"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222005,TEGALREJO,22/10/2020,PENDUDUK USIA 0 - 6 TAHUN,179,181,360,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222005,TEGALREJO,22/10/2020,PENDUDUK USIA 56 TAHUN KE ATAS,407,411,818,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222007,POPOH,28/11/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.541,1.555,3.096,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222007,POPOH,28/11/2020,PENDUDUK USIA 0 - 6 TAHUN,268,271,539,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222007,POPOH,28/11/2020,PENDUDUK USIA 56 TAHUN KE ATAS,587,606,1.193,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222007,POPOH,28/11/2020,PENDUDUK USIA 18 - 56 TAHUN,1.533,1.521,3.054,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222007,POPOH,11/11/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,59,32,91,"0,54"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222007,POPOH,11/11/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,88,83,171,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,SELOPURO,DESA,3505222007,POPOH,25/07/2017,ANGKATAN KERJA,1.706,1.691,3.397,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,KELURAHAN,3505192001,SIRAMAN,05/01/2021,PENDUDUK USIA 18 - 56 TAHUN,2.012,1.839,3.851,"0,91"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,KELURAHAN,3505192001,SIRAMAN,05/01/2021,PENDUDUK USIA 0 - 6 TAHUN,221,255,476,"1,15"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,KELURAHAN,3505192001,SIRAMAN,05/01/2021,PENDUDUK USIA 56 TAHUN KE ATAS,632,519,1.151,"0,82"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,KELURAHAN,3505192001,SIRAMAN,05/01/2021,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.211,1.619,2.83,"1,34"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,KELURAHAN,3505192001,SIRAMAN,05/01/2021,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,711,658,1.369,"0,93"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,KELURAHAN,3505192001,SIRAMAN,05/01/2021,ANGKATAN KERJA,2.012,1.839,3.851,"0,91"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192002,KESAMBEN,10/12/2019,ANGKATAN KERJA,500,0,500,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192005,PAGERGUNUNG,02/05/2019,PENDUDUK USIA 0 - 6 TAHUN,159,151,310,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192005,PAGERGUNUNG,03/05/2019,PENDUDUK USIA 56 TAHUN KE ATAS,527,565,1.092,"1,07"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192005,PAGERGUNUNG,03/05/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,529,501,1.03,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192005,PAGERGUNUNG,06/01/2021,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,600,637,1.237,"1,06"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192005,PAGERGUNUNG,02/05/2019,ANGKATAN KERJA,1.478,1.555,3.033,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192010,SUKOANYAR,02/12/2020,PENDUDUK USIA 18 - 56 TAHUN,396,428,824,"1,08"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192010,SUKOANYAR,02/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,61,55,116,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192010,SUKOANYAR,02/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,163,196,359,"1,20"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192010,SUKOANYAR,02/12/2020,ANGKATAN KERJA,470,202,672,"0,43"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192010,SUKOANYAR,02/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,476,231,707,"0,49"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192010,SUKOANYAR,02/12/2020,PENDUDUK USIA 0 - 6 TAHUN,59,57,116,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192010,SUKOANYAR,02/12/2020,PENDUDUK USIA 56 TAHUN KE ATAS,124,132,256,"1,06"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,,PAGERWOJO,20/02/2020,ANGKATAN KERJA,1.78,920,2.7,"0,52"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,,PAGERWOJO,20/02/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,450,471,921,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192008,TAPAKREJO,04/02/2019,PENDUDUK USIA 0 - 6 TAHUN,127,134,261,"1,06"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192008,TAPAKREJO,04/02/2019,PENDUDUK USIA 56 TAHUN KE ATAS,460,429,889,"0,93"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192008,TAPAKREJO,04/02/2019,PENDUDUK USIA 18 - 56 TAHUN,871,877,1.748,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192008,TAPAKREJO,04/02/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,317,294,611,"0,93"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192007,KEMIRIGEDE,03/12/2019,PENDUDUK USIA 0 - 6 TAHUN,88,73,161,"0,83"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192007,KEMIRIGEDE,03/12/2019,PENDUDUK USIA 56 TAHUN KE ATAS,152,147,299,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192007,KEMIRIGEDE,03/12/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,5,7,12,"1,40"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192007,KEMIRIGEDE,03/12/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,154,149,303,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192007,KEMIRIGEDE,03/12/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,493,502,995,"1,02"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192009,BUMIREJO,01/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,693,499,1.192,"0,72"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192009,BUMIREJO,01/06/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,481,479,960,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192009,BUMIREJO,01/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.028,1.196,2.224,"1,16"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192009,BUMIREJO,01/06/2020,PENDUDUK USIA 0 - 6 TAHUN,235,204,439,"0,87"
JAWA TIMUR,KABUPATEN BLITAR,KESAMBEN,DESA,3505192009,BUMIREJO,01/06/2020,PENDUDUK USIA 56 TAHUN KE ATAS,569,642,1.211,"1,13"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212002,POHGAJIH,04/02/2020,PENDUDUK USIA 18 - 56 TAHUN,858,806,1.664,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212002,POHGAJIH,04/02/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,330,368,698,"1,12"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212002,POHGAJIH,04/02/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,282,226,508,"0,80"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212002,POHGAJIH,04/02/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,528,438,966,"0,83"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212002,POHGAJIH,04/02/2020,PENDUDUK USIA 0 - 6 TAHUN,117,99,216,"0,85"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212002,POHGAJIH,04/02/2020,PENDUDUK USIA 56 TAHUN KE ATAS,596,568,1.164,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212003,SELOREJO,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN,1.336,1.325,2.661,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212003,SELOREJO,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,57,29,86,"0,51"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212003,SELOREJO,29/01/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,412,402,814,"0,98"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212003,SELOREJO,22/05/2017,ANGKATAN KERJA,1.336,1.325,2.661,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212003,SELOREJO,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.279,1.296,2.575,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212003,SELOREJO,29/01/2020,PENDUDUK USIA 0 - 6 TAHUN,175,180,355,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212003,SELOREJO,29/01/2020,PENDUDUK USIA 56 TAHUN KE ATAS,473,475,948,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212009,BORO,14/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.524,1.464,2.988,"0,96"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212009,BORO,14/12/2020,PENDUDUK USIA 0 - 6 TAHUN,221,184,405,"0,83"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212009,BORO,14/12/2020,PENDUDUK USIA 56 TAHUN KE ATAS,2.75,553,3.303,"0,20"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212009,BORO,14/11/2018,PENDUDUK USIA 18 - 56 TAHUN,1.35,1.35,2.7,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212009,BORO,14/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,174,114,288,"0,66"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212009,BORO,14/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,445,362,807,"0,81"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212004,SUMBERAGUNG,31/07/2017,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.154,1.27,2.424,"1,10"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212004,SUMBERAGUNG,24/01/2020,PENDUDUK USIA 56 TAHUN KE ATAS,594,558,1.152,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212004,SUMBERAGUNG,24/01/2020,PENDUDUK USIA 18 - 56 TAHUN,1.539,1.538,3.077,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212004,SUMBERAGUNG,24/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,385,268,653,"0,70"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212006,SIDOMULYO,21/02/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.692,1.768,3.46,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212006,SIDOMULYO,18/06/2020,PENDUDUK USIA 0 - 6 TAHUN,177,200,377,"1,13"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212006,SIDOMULYO,18/06/2020,PENDUDUK USIA 56 TAHUN KE ATAS,787,746,1.533,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212006,SIDOMULYO,21/02/2018,PENDUDUK USIA 18 - 56 TAHUN,1.853,1.789,3.642,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212006,SIDOMULYO,21/02/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,97,85,182,"0,88"
JAWA TIMUR,KABUPATEN BLITAR,SELOREJO,DESA,3505212006,SIDOMULYO,18/06/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,480,483,963,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182001,SLOROK,18/03/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.395,1.414,2.809,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182001,SLOROK,18/03/2020,PENDUDUK USIA 0 - 6 TAHUN,181,190,371,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182001,SLOROK,18/03/2020,PENDUDUK USIA 56 TAHUN KE ATAS,495,505,1,"1,02"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182001,SLOROK,01/10/2014,PENDUDUK USIA 18 - 56 TAHUN,2.243,2.382,4.625,"1,06"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182001,SLOROK,18/03/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,19,24,43,"1,26"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182001,SLOROK,01/10/2014,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,580,535,1.115,"0,92"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182001,SLOROK,01/10/2014,ANGKATAN KERJA,612,621,1.233,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182005,GENENGAN,11/12/2020,PENDUDUK USIA 18 - 56 TAHUN,823,835,1.658,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182005,GENENGAN,11/12/2020,PENDUDUK USIA 0 - 6 TAHUN,81,46,127,"0,57"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182005,GENENGAN,11/12/2020,PENDUDUK USIA 56 TAHUN KE ATAS,232,245,477,"1,06"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182005,GENENGAN,11/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,58,55,113,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182005,GENENGAN,11/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,223,191,414,"0,86"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182005,GENENGAN,11/12/2020,ANGKATAN KERJA,823,832,1.655,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182007,JAMBEPAWON,08/12/2016,PENDUDUK USIA 18 - 56 TAHUN,1.22,500,1.72,"0,41"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182007,JAMBEPAWON,11/01/2021,PENDUDUK USIA 0 - 6 TAHUN,108,105,213,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182007,JAMBEPAWON,11/01/2021,PENDUDUK USIA 56 TAHUN KE ATAS,69,77,146,"1,12"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182007,JAMBEPAWON,09/05/2017,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,676,738,1.414,"1,09"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182007,JAMBEPAWON,11/01/2021,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,212,221,433,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182007,JAMBEPAWON,01/10/2014,ANGKATAN KERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182008,SIDOREJO,14/11/2018,PENDUDUK USIA 18 - 56 TAHUN,1.483,1.361,2.844,"0,92"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182008,SIDOREJO,14/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,448,469,917,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182008,SIDOREJO,29/01/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,392,371,763,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,DOKO,DESA,3505182008,SIDOREJO,29/01/2020,ANGKATAN KERJA,1.432,1.305,2.737,"0,91"
