PROVINSI,KABUPATEN_KOTA,KECAMATAN,STATUS,KODE_PUM,DESA_KELURAHAN,TANGGAL,KATEGORI,LAKI-LAKI,PEREMPUAN,JUMLAH,RASIO
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042003,PAKISAJI,18/12/2020,ANGKATAN KERJA,225,176,401,"0,78"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042002,MARON,30/01/2020,PENDUDUK USIA 18 - 56 TAHUN,1.6,1.645,3.245,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042002,MARON,30/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,86,61,147,"0,71"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042002,MARON,30/01/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,414,373,787,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042002,MARON,30/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.514,1.584,3.098,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042002,MARON,30/01/2020,PENDUDUK USIA 0 - 6 TAHUN,201,175,376,"0,87"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042002,MARON,30/01/2020,PENDUDUK USIA 56 TAHUN KE ATAS,537,603,1.14,"1,12"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042004,KEBONSARI,06/01/2020,ANGKATAN KERJA,1.586,1.623,3.209,"1,02"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042005,BENDOSARI,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,30,36,66,"1,20"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042005,BENDOSARI,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.3,1.085,2.385,"0,83"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042005,BENDOSARI,29/01/2020,ANGKATAN KERJA,1.278,1,2.278,"0,78"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042007,SURUHWADANG,07/02/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,40,25,65,"0,63"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042007,SURUHWADANG,07/02/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,25,5,30,"0,20"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042007,SURUHWADANG,07/02/2020,PENDUDUK USIA 0 - 6 TAHUN,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042010,DAWUHAN,09/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.706,1.728,3.434,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042010,DAWUHAN,09/06/2020,PENDUDUK USIA 0 - 6 TAHUN,335,330,665,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042010,DAWUHAN,09/06/2020,PENDUDUK USIA 56 TAHUN KE ATAS,962,864,1.826,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042010,DAWUHAN,09/06/2020,PENDUDUK USIA 18 - 56 TAHUN,2.133,2.16,4.293,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042010,DAWUHAN,09/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,426,432,858,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042010,DAWUHAN,04/11/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,681,688,1.369,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042012,SUMBERJATI,18/08/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.13,1.133,2.263,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042012,SUMBERJATI,18/08/2020,PENDUDUK USIA 0 - 6 TAHUN,180,200,380,"1,11"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042012,SUMBERJATI,18/08/2020,PENDUDUK USIA 56 TAHUN KE ATAS,277,280,557,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042012,SUMBERJATI,18/08/2020,PENDUDUK USIA 18 - 56 TAHUN,1.303,1.307,2.61,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042012,SUMBERJATI,18/08/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,277,280,557,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042012,SUMBERJATI,18/08/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,253,282,535,"1,11"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042008,PLUMPUNGREJO,13/01/2021,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,904,939,1.843,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042008,PLUMPUNGREJO,13/01/2021,PENDUDUK USIA 0 - 6 TAHUN,141,141,282,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042008,PLUMPUNGREJO,13/01/2021,ANGKATAN KERJA,1.382,1.328,2.71,"0,96"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042008,PLUMPUNGREJO,13/01/2021,PENDUDUK USIA 18 - 56 TAHUN,1.131,1.101,2.232,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042008,PLUMPUNGREJO,13/01/2021,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,227,162,389,"0,71"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042008,PLUMPUNGREJO,13/01/2021,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,165,166,331,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042009,JIMBE,16/01/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,932,741,1.673,"0,80"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042009,JIMBE,11/08/2020,PENDUDUK USIA 18 - 56 TAHUN,1.008,721,1.729,"0,72"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042009,JIMBE,16/01/2019,ANGKATAN KERJA,1.672,1.392,3.064,"0,83"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,KELURAHAN,3505041011,KADEMANGAN,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN,2.436,2.401,4.837,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,KELURAHAN,3505041011,KADEMANGAN,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,1.064,958,2.022,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,KELURAHAN,3505041011,KADEMANGAN,29/01/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,805,722,1.527,"0,90"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,KELURAHAN,3505041011,KADEMANGAN,29/01/2020,ANGKATAN KERJA,3.305,3.371,6.676,"1,02"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,KELURAHAN,3505041011,KADEMANGAN,29/01/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,2.123,2.739,4.862,"1,29"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,KELURAHAN,3505041011,KADEMANGAN,29/01/2020,PENDUDUK USIA 0 - 6 TAHUN,381,337,718,"0,88"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,KELURAHAN,3505041011,KADEMANGAN,29/01/2020,PENDUDUK USIA 56 TAHUN KE ATAS,821,869,1.69,"1,06"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042013,REJOWINANGUN,06/01/2021,ANGKATAN KERJA,1.351,1.39,2.741,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042014,PLOSOREJO,08/02/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,2.433,2.47,4.903,"1,02"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042014,PLOSOREJO,07/02/2019,PENDUDUK USIA 0 - 6 TAHUN,107,105,212,"0,98"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042014,PLOSOREJO,08/02/2019,PENDUDUK USIA 56 TAHUN KE ATAS,152,120,272,"0,79"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042014,PLOSOREJO,08/02/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,200,146,346,"0,73"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042014,PLOSOREJO,08/02/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,3.42,3.377,6.797,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042015,DARUNGAN,20/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,200,250,450,"1,25"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042015,DARUNGAN,20/06/2020,PENDUDUK USIA 18 - 56 TAHUN,300,373,673,"1,24"
JAWA TIMUR,KABUPATEN BLITAR,KADEMANGAN,DESA,3505042015,DARUNGAN,20/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,100,123,223,"1,23"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102001,MINGGIRSARI,07/04/2013,PENDUDUK USIA 18 - 56 TAHUN,992,978,1.97,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102001,MINGGIRSARI,07/04/2013,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,197,884,1.081,"4,49"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102001,MINGGIRSARI,07/04/2013,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,214,171,385,"0,80"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102001,MINGGIRSARI,25/08/2014,ANGKATAN KERJA,1.388,1.034,2.422,"0,75"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102001,MINGGIRSARI,25/08/2014,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.001,984,1.985,"0,98"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102001,MINGGIRSARI,07/04/2013,PENDUDUK USIA 0 - 6 TAHUN,251,195,446,"0,78"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102001,MINGGIRSARI,07/04/2013,PENDUDUK USIA 56 TAHUN KE ATAS,256,276,532,"1,08"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102003,GOGODESO,05/03/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.25,1.266,2.516,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102003,GOGODESO,05/03/2019,PENDUDUK USIA 0 - 6 TAHUN,255,257,512,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102003,GOGODESO,05/03/2019,PENDUDUK USIA 56 TAHUN KE ATAS,255,257,512,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102003,GOGODESO,05/03/2019,PENDUDUK USIA 18 - 56 TAHUN,1.455,1.448,2.903,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102003,GOGODESO,05/03/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,267,311,578,"1,16"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102003,GOGODESO,05/03/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,465,435,900,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505080003,KARANGSONO,13/10/2014,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505080003,KARANGSONO,13/10/2014,PENDUDUK USIA 0 - 6 TAHUN,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505080003,KARANGSONO,13/10/2014,PENDUDUK USIA 56 TAHUN KE ATAS,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505080003,KARANGSONO,13/10/2014,PENDUDUK USIA 18 - 56 TAHUN,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505080003,KARANGSONO,13/10/2014,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505080003,KARANGSONO,13/10/2014,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505080003,KARANGSONO,13/10/2014,ANGKATAN KERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,KELURAHAN,3505101010,SATREYAN,12/03/2020,PENDUDUK USIA 18 - 56 TAHUN,469,0,469,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505108006,TLOGO,02/10/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,948,381,1.329,"0,40"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505108006,TLOGO,02/10/2020,PENDUDUK USIA 0 - 6 TAHUN,310,298,608,"0,96"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505108006,TLOGO,02/10/2020,PENDUDUK USIA 56 TAHUN KE ATAS,507,524,1.031,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505108006,TLOGO,02/10/2020,PENDUDUK USIA 18 - 56 TAHUN,1.598,1.796,3.394,"1,12"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505108006,TLOGO,02/10/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,650,1.415,2.065,"2,18"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505108006,TLOGO,02/10/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,644,546,1.19,"0,85"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505108006,TLOGO,02/10/2020,ANGKATAN KERJA,1.601,1.826,3.427,"1,14"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102004,GAPRANG,14/11/2018,PENDUDUK USIA 18 - 56 TAHUN,1.423,1.337,2.76,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102004,GAPRANG,29/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,25,28,53,"1,12"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102004,GAPRANG,29/11/2018,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,2.05,2.135,4.185,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102004,GAPRANG,29/11/2018,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.22,1.345,2.565,"1,10"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102004,GAPRANG,29/11/2018,PENDUDUK USIA 0 - 6 TAHUN,210,315,525,"1,50"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102004,GAPRANG,29/11/2018,PENDUDUK USIA 56 TAHUN KE ATAS,1.151,1.275,2.426,"1,11"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102002,JATINOM,24/06/2020,PENDUDUK USIA 18 - 56 TAHUN,2.011,2.009,4.02,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102002,JATINOM,24/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,152,156,308,"1,03"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102002,JATINOM,24/06/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,179,195,374,"1,09"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102002,JATINOM,24/06/2020,ANGKATAN KERJA,1.678,1.589,3.267,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102002,JATINOM,24/06/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.579,1.552,3.131,"0,98"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102002,JATINOM,24/06/2020,PENDUDUK USIA 0 - 6 TAHUN,69,57,126,"0,83"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102002,JATINOM,24/06/2020,PENDUDUK USIA 56 TAHUN KE ATAS,93,97,190,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102012,KUNINGAN,14/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,15,8,23,"0,53"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102012,KUNINGAN,14/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,876,178,1.054,"0,20"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102012,KUNINGAN,14/12/2020,ANGKATAN KERJA,869,167,1.036,"0,19"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102005,PAPUNGAN,04/11/2019,PENDUDUK USIA 18 - 56 TAHUN,3.68,3.606,7.286,"0,98"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102005,PAPUNGAN,15/01/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,521,623,1.144,"1,20"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102005,PAPUNGAN,15/01/2019,PENDUDUK USIA 0 - 6 TAHUN,172,181,353,"1,05"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102005,PAPUNGAN,15/01/2019,ANGKATAN KERJA,2.134,2.435,4.569,"1,14"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102009,BANGGLE,01/10/2014,PENDUDUK USIA 18 - 56 TAHUN,1,936,937,"936,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102009,BANGGLE,18/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,620,1.588,2.208,"2,56"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102009,BANGGLE,18/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,261,259,520,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102009,BANGGLE,19/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.722,875,2.597,"0,51"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102009,BANGGLE,18/12/2020,PENDUDUK USIA 0 - 6 TAHUN,367,321,688,"0,87"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102009,BANGGLE,19/12/2020,PENDUDUK USIA 56 TAHUN KE ATAS,1.396,1.196,2.592,"0,86"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102011,SAWENTAR,16/12/2019,PENDUDUK USIA 18 - 56 TAHUN,4.022,3.895,7.917,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102011,SAWENTAR,17/12/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,408,252,660,"0,62"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102011,SAWENTAR,16/12/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,424,424,848,"1,00"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102011,SAWENTAR,16/12/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,3.08,3.212,6.292,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102011,SAWENTAR,16/11/2019,PENDUDUK USIA 0 - 6 TAHUN,572,579,1.151,"1,01"
JAWA TIMUR,KABUPATEN BLITAR,KANIGORO,DESA,3505102011,SAWENTAR,17/12/2019,PENDUDUK USIA 56 TAHUN KE ATAS,1.189,1.103,2.292,"0,93"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142004,JEBLOG,10/02/2020,PENDUDUK USIA 18 - 56 TAHUN,1.315,1.368,2.683,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142004,JEBLOG,04/03/2017,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,525,890,1.415,"1,70"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142004,JEBLOG,04/03/2017,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,789,478,1.267,"0,61"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142010,DUREN,04/11/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,749,510,1.259,"0,68"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142010,DUREN,08/06/2017,PENDUDUK USIA 0 - 6 TAHUN,103,97,200,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142010,DUREN,04/11/2019,ANGKATAN KERJA,808,556,1.364,"0,69"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142010,DUREN,04/11/2019,PENDUDUK USIA 18 - 56 TAHUN,832,852,1.684,"1,02"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142010,DUREN,04/11/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,83,342,425,"4,12"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142010,DUREN,04/11/2019,PENDUDUK USIA 56 TAHUN KE ATAS,296,309,605,"1,04"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142011,SRAGI,05/01/2021,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,700,497,1.197,"0,71"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142011,SRAGI,05/01/2021,PENDUDUK USIA 0 - 6 TAHUN,171,162,333,"0,95"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142011,SRAGI,09/06/2017,PENDUDUK USIA 18 - 56 TAHUN,720,709,1.429,"0,98"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142011,SRAGI,09/06/2017,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,252,486,738,"1,93"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142011,SRAGI,15/01/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,168,179,347,"1,07"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142003,PASIRHARJO,28/01/2019,PENDUDUK USIA 18 - 56 TAHUN,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142003,PASIRHARJO,28/01/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142003,PASIRHARJO,28/01/2019,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142003,PASIRHARJO,28/01/2019,ANGKATAN KERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142003,PASIRHARJO,28/01/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142003,PASIRHARJO,28/01/2019,PENDUDUK USIA 0 - 6 TAHUN,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505142003,PASIRHARJO,28/01/2019,PENDUDUK USIA 56 TAHUN KE ATAS,0,0,0,"0,00"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505090009,KENDALREJO,14/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,3.024,3.006,6.03,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505090009,KENDALREJO,14/12/2020,PENDUDUK USIA 0 - 6 TAHUN,500,460,960,"0,92"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505090009,KENDALREJO,14/12/2020,PENDUDUK USIA 56 TAHUN KE ATAS,1.036,976,2.012,"0,94"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505090009,KENDALREJO,14/12/2020,PENDUDUK USIA 18 - 56 TAHUN,3.231,3.148,6.379,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505090009,KENDALREJO,14/12/2020,PENDUDUK USIA 18 - 56 TAHUN YANG BELUM ATAU TIDAK BEKERJA,207,142,349,"0,69"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505090009,KENDALREJO,14/12/2020,PENDUDUK MASIH SEKOLAH 7 - 18 TAHUN,1.063,1.053,2.116,"0,99"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,DESA,3505090009,KENDALREJO,14/12/2020,ANGKATAN KERJA,4.473,4.353,8.826,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505090010,KAMULAN,21/02/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,1.946,104,2.05,"0,05"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141013,BAJANG,04/02/2019,PENDUDUK USIA 18 - 56 TAHUN YANG BEKERJA,275,267,542,"0,97"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141013,BAJANG,04/02/2019,PENDUDUK USIA 0 - 6 TAHUN,221,349,570,"1,58"
JAWA TIMUR,KABUPATEN BLITAR,TALUN,KELURAHAN,3505141013,BAJANG,04/02/2019,PENDUDUK USIA 56 TAHUN KE ATAS,443,681,1.124,"1,54"
