Count,Order ID,Invoice,Payment Date,Order Status,Product ID,Product Name,Quantity,Stock Keeping Unit (SKU),Notes,Price (Rp.),Discount Amount (Rp.),Subsidi Amount (Rp.),Courier,Shipping Price + fee (Rp.),Insurance (Rp.),Total Shipping Fee (Rp.),Total Amount (Rp.),AWB,Jenis Layanan,Bebas Ongkir,Warehouse Origin,Campaign Name,city,user_id
86,766430123,INV/20210417/MPL/1179590293,17-04-2021 21:25:14,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696292986,"miniletics Celana Olahraga Wanita Motion Super High-Rise Shorts 10"" - Plum Perfect, M",1,MSHRShorts_PlumPerfect_M,,175274,9224,0,SiCepat(Regular Package),3000,0,3000,357774,000494724645,-,Yes,Shop Location,Sale,Lebak,193
,766430123,INV/20210417/MPL/1179590293,17-04-2021 21:25:14,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719594583,"miniletics Sprint Short Sleeve Kaos Olahraga Wanita - Dark Blue, L",1,SPRSSleeve_DarkBlue_L,,179500,0,0,SiCepat(Regular Package),3000,0,3000,357774,000494724645,-,Yes,Shop Location,,Lebak,193
87,766512167,INV/20210418/MPL/1179794079,18-04-2021 00:05:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338041079,"miniletics Soothe Loose (Cropped Long Sleeve) Baju Olahraga Wanita - Dark Grey,S",1,SLoose_DarkGrey_S,,139600,34900,0,AnterAja(Reguler),10000,0,10000,149600,10001133292153,-,Yes,Shop Location,Sale,Bandung,109
88,766533119,INV/20210418/MPL/1179847477,18-04-2021 01:45:59,Transaksi ditolak.,1495250109,"miniletics Sprint Shorts Celana Olahraga Wanita - White,M",1,SPRShorts_White_M,,139824,24674,0,AnterAja(Reguler),7500,0,7500,150120,,Bayar di Tempat,Yes,Shop Location,Sale,,5000
89,766656667,INV/20210418/MPL/1180160456,18-04-2021 09:13:34,Transaksi ditolak.,1495250109,"miniletics Sprint Shorts Celana Olahraga Wanita - White,M",1,SPRShorts_White_M,,139824,24674,0,AnterAja(Reguler),7500,0,7500,147324,,-,Yes,Shop Location,Sale,,5000
90,766890266,INV/20210418/MPL/1180751322,18-04-2021 13:34:32,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879030,"miniletics Alleviate Bra, with A/B Cup Sports Bra - White,S",1,ALB_White_S,,152550,16950,0,AnterAja(Reguler),7500,0,7500,160050,10001133298443,-,Yes,Shop Location,Sale,Jakarta timur,98
91,767091958,INV/20210418/MPL/1181252707,18-04-2021 18:02:34,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060293,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Black,M",1,PWRHigh_Black_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001133294188,-,Yes,Shop Location,Sale,Jakarta timur,127
92,767557065,INV/20210419/MPL/1182418079,19-04-2021 09:50:43,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696083113,"miniletics Tank Top Olahraga Wanita Motion Racerback Tank - Midnight Blue, L",1,MRBTank_MidnightBlue_L,,165774,8724,0,AnterAja(Reguler),7500,0,7500,287174,10001134142350,-,Yes,Shop Location,Sale,Tangerang,169
,767557065,INV/20210419/MPL/1182418079,19-04-2021 09:50:43,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1074068238,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Dark Blue,M",1,FFT_DarkBlue_M,,113900,20100,0,AnterAja(Reguler),7500,0,7500,287174,10001134142350,-,Yes,Shop Location,Sale,Tangerang,169
93,767566931,INV/20210419/MPL/1182442819,19-04-2021 09:59:00,"Transaksi selesai..
Dana akan diteruskan ke penjual.",986577444,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Black,M",1,FFT_Black_M,,113900,20100,0,AnterAja(Reguler),3500,0,3500,117400,10001134145245,-,Yes,Shop Location,Sale,Surabaya,63
94,767709671,INV/20210419/MPL/1182798401,19-04-2021 11:51:58,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046907632,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,M",1,EMB_LightPurple_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001134849507,-,Yes,Shop Location,Sale,Jakarta utara,143
95,768034586,INV/20210419/MPL/1183603273,19-04-2021 16:53:29,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455398,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Black,L",1,RACrop_Black_L,,224550,24950,0,JNE(OKE),6000,0,6000,230550,TJE1656678555000,-,,Shop Location,Sale,Jakarta selatan,149
96,768109554,INV/20210419/MPL/1183785782,19-04-2021 18:54:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879030,"miniletics Alleviate Bra, with A/B Cup Sports Bra - White,S",1,ALB_White_S,,152550,16950,0,SiCepat(Regular Package),3000,0,3000,582100,000495050749,-,Yes,Shop Location,Sale,Surabaya,60
,768109554,INV/20210419/MPL/1183785782,19-04-2021 18:54:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696332465,"miniletics Legging Olahraga Wanita Motion Train Tight 23"" - Grey Sage, S",1,MOLTrain_GreySage_S,,265524,13974,0,SiCepat(Regular Package),3000,0,3000,582100,000495050749,-,Yes,Shop Location,Sale,Surabaya,60
,768109554,INV/20210419/MPL/1183785782,19-04-2021 18:54:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696216278,"miniletics Celana Olahraga wanita Motion Shorts 4"" - Steel Blue, S",1,MOLShorts_SteelBlue_S,,161024,8474,0,SiCepat(Regular Package),3000,0,3000,582100,000495050749,-,Yes,Shop Location,Sale,Surabaya,60
97,768129805,INV/20210419/MPL/1183835072,19-04-2021 19:23:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965981,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Black,S",1,MOLFull_Black_S,,220050,24450,0,SiCepat(Regular Package),12500,0,12500,546650,000495050748,-,Yes,Shop Location,Sale,Gianyar,113
,768129805,INV/20210419/MPL/1183835072,19-04-2021 19:23:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043985771,"miniletics Embrace Bra, with A/B Cup Sports Bra - Black,M",1,EMB_Black_M,,157050,17450,0,SiCepat(Regular Package),12500,0,12500,546650,000495050748,-,Yes,Shop Location,Sale,Gianyar,113
,768129805,INV/20210419/MPL/1183835072,19-04-2021 19:23:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237733173,"miniletics Motion Shorts 6"" Celana Olahraga Wanita - Black Camo,S",1,MOLShorts_BlackCamo_S,,157050,17450,0,SiCepat(Regular Package),12500,0,12500,546650,000495050748,-,Yes,Shop Location,Sale,Gianyar,113
98,768161736,INV/20210419/MPL/1183914104,19-04-2021 20:11:04,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1695943373,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Green,L",1,MOLFull_Green_L,,220050,24450,0,AnterAja(Reguler),7500,0,7500,377050,10001138068959,-,Yes,Shop Location,Sale,Tangerang,142
,768161736,INV/20210419/MPL/1183914104,19-04-2021 20:11:04,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1717038927,"miniletics Breezy Crop Tank Tank Top Wanita - Lavender Fog, L",1,BRCrop_LavenderFog_L,,149500,0,0,AnterAja(Reguler),7500,0,7500,377050,10001138068959,-,Yes,Shop Location,,Tangerang,142
99,768186887,INV/20210419/MPL/1183976069,19-04-2021 20:41:30,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237777734,"miniletics Sprint Tank Tank Top Olahraga Wanita - White Mint,M",1,SPRTank_WhiteMint_M,,131200,32800,0,AnterAja(Reguler),7500,0,7500,138700,10001138069824,-,Yes,Shop Location,Sale,Jakarta pusat,165
100,769066460,INV/20210420/MPL/1186059699,20-04-2021 14:11:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455399,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Grey Sage,S",1,RACrop_GreySage_S,,224550,24950,0,JNE(OKE),7500,0,7500,232050,TJE1266378703200,-,,Shop Location,Sale,Tangerang,128
101,769103111,INV/20210420/MPL/1186150055,20-04-2021 14:45:41,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1403131930,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - White,M",1,FFT_White_M,,113900,20100,0,AnterAja(Reguler),7500,0,7500,278450,10001140099004,-,Yes,Shop Location,Sale,Tangerang,163
,769103111,INV/20210420/MPL/1186150055,20-04-2021 14:45:41,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060290,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Magenta,S",1,PWRHigh_Magenta_S,,157050,17450,0,AnterAja(Reguler),7500,0,7500,278450,10001140099004,-,Yes,Shop Location,Sale,Tangerang,163
102,769131600,INV/20210420/MPL/1186220075,20-04-2021 15:16:39,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719458691,"miniletics Breezy Tank Tank Top Wanita - Cream, S",1,BRTank_Cream_S,,169500,0,0,AnterAja(Reguler),9500,0,9500,179000,10001140336660,-,Yes,Shop Location,,Sukoharjo,261
103,769163359,INV/20210420/MPL/1186298272,20-04-2021 15:51:24,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1005897446,"miniletics Motion Legging Capri 3/4 19"" Legging Olahraga Wanita - Green,M",1,MOL34_Green_M,,211050,23450,0,JNE(OKE),8000,0,8000,439100,TJE1662237576224,-,,Shop Location,Sale,Denpasar,244
,769163359,INV/20210420/MPL/1186298272,20-04-2021 15:51:24,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965986,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Black,M",1,MOLFull_Black_M,,220050,24450,0,JNE(OKE),8000,0,8000,439100,TJE1662237576224,-,,Shop Location,Sale,Denpasar,244
104,769417105,INV/20210420/MPL/1186917588,20-04-2021 21:51:20,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719458689,"miniletics Breezy Tank Tank Top Wanita - Black, M",1,BRTank_Black_M,,169500,0,0,AnterAja(Reguler),7500,0,7500,401550,10001143670914,-,Yes,Shop Location,,Semarang,153
,769417105,INV/20210420/MPL/1186917588,20-04-2021 21:51:20,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455400,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Grey Sage,M",1,RACrop_GreySage_M,,224550,24950,0,AnterAja(Reguler),7500,0,7500,401550,10001143670914,-,Yes,Shop Location,Sale,Semarang,153
105,769675738,INV/20210421/MPL/1187566616,21-04-2021 09:19:58,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338151459,"miniletics Pure Tee-nergy (Long Sleeve) Baju Olahraga Wanita - Black,M",1,PureLong_Black_M,,175050,19450,0,AnterAja(Reguler),7500,0,7500,182550,10001146281630,-,Yes,Shop Location,Sale,Jakarta selatan,218
106,769674436,INV/20210421/MPL/1187563375,21-04-2021 09:28:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237733173,"miniletics Motion Shorts 6"" Celana Olahraga Wanita - Black Camo,S",1,MOLShorts_BlackCamo_S,,157050,17450,0,AnterAja(Reguler),7500,0,7500,339824,10001146280998,-,Yes,Shop Location,Sale,Tangerang,170
,769674436,INV/20210421/MPL/1187563375,21-04-2021 09:28:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696292981,"miniletics Celana Olahraga Wanita Motion Super High-Rise Shorts 10"" - Crimson, S",1,MSHRShorts_Crimson_S,,175274,9224,0,AnterAja(Reguler),7500,0,7500,339824,10001146280998,-,Yes,Shop Location,Sale,Tangerang,170
107,769366805,INV/20210420/MPL/1186793458,21-04-2021 11:10:03,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879034,"miniletics Alleviate Bra, with A/B Cup Sports Bra - Black,M",1,ALB_Black_M,,152550,16950,0,JNE(YES),20500,0,20500,173050,TJX1160220081824,Next Day,,Shop Location,Sale,Jakarta utara,219
108,769933168,INV/20210421/MPL/1188209956,21-04-2021 13:13:07,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237450795,"miniletics Motion Shorts 10"" Celana Olahraga Wanita - Midnight Blue,M",1,MOLShorts_MidnightBlue_M,,166050,18450,0,AnterAja(Reguler),7500,0,7500,330600,10001146281160,-,Yes,Shop Location,Sale,Jakarta utara,40
,769933168,INV/20210421/MPL/1188209956,21-04-2021 13:13:07,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237671404,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - Periwinkle, M",1,EMBHigh_Periwinkle_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,330600,10001146281160,-,Yes,Shop Location,Sale,Jakarta utara,40
109,769989444,INV/20210421/MPL/1188349766,21-04-2021 14:03:14,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,27500,22000,9624,AnterAja(Reguler),7500,0,7500,35000,10001149711486,-,Yes,Shop Location,Kejar Diskon Spesial,Tangerang,155
110,769990371,INV/20210421/MPL/1188352085,21-04-2021 14:04:48,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046912731,"miniletics Tank Top Olahraga Wanita Notice Mi 2 in 1 Tank, A/B cup - Navy,S",1,NMT_Navy_S,,169574,29924,0,JNE(YES),20500,0,20500,190074,TJX1436224548633,Next Day,,Shop Location,Sale,Jakarta selatan,2
111,770008678,INV/20210421/MPL/1188397229,21-04-2021 14:22:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,27500,22000,9624,SiCepat(Regular Package),10000,0,10000,37500,000495640966,-,Yes,Shop Location,Kejar Diskon Spesial,Tangerang,156
112,770040585,INV/20210421/MPL/1188476294,21-04-2021 14:53:37,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698767,miniletics To be Nimble Headband - Warm Pink,1,NimHeadband_WarmPink,,27500,22000,9624,AnterAja(Reguler),7500,0,7500,35000,10001149709551,-,Yes,Shop Location,Kejar Diskon Spesial,Tangerang,155
113,770060634,INV/20210421/MPL/1188525871,21-04-2021 15:15:08,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1074068238,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Dark Blue,M",1,FFT_DarkBlue_M,,113900,20100,0,AnterAja(Reguler),7500,0,7500,121400,10001149705106,-,Yes,Shop Location,Sale,Jakarta pusat,165
114,770065354,INV/20210421/MPL/1188537455,21-04-2021 15:21:00,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1782392224,"miniletics Feel Free Basic Legging Legging Wanita - Hitam, XL",1,FFL_Black_XL,,129500,0,0,AnterAja(Reguler),21000,0,21000,150500,10001149707452,-,Yes,Shop Location,,Ketapang,220
115,770347020,INV/20210421/MPL/1189225742,21-04-2021 22:08:23,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1403131934,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Cold Purple,L",1,FFT_ColdPurple_L,,113900,20100,0,AnterAja(Reguler),7500,0,7500,121400,10001149705735,-,Yes,Shop Location,Sale,Bekasi,33
116,770383148,INV/20210421/MPL/1189316383,21-04-2021 23:11:31,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495205314,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Magenta,L",1,PWRHigh_Magenta_L,,157050,17450,0,AnterAja(Reguler),7500,0,7500,214050,10001149705744,-,Yes,Shop Location,Sale,Ende,78
,770383148,INV/20210421/MPL/1189316383,21-04-2021 23:11:31,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,49500,0,0,AnterAja(Reguler),7500,0,7500,214050,10001149705744,-,Yes,Shop Location,,Ende,78
117,770414033,INV/20210422/MPL/1189393990,22-04-2021 00:34:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1646771530,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Black,XL",1,RACrop_Black_XL,,224550,24950,0,AnterAja(Reguler),7500,0,7500,232050,10001149705937,-,Yes,Shop Location,Sale,Jakarta utara,97
118,770813336,INV/20210422/MPL/1190401232,22-04-2021 12:46:57,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043985771,"miniletics Embrace Bra, with A/B Cup Sports Bra - Black,M",1,EMB_Black_M,,157050,17450,0,J&T(Reguler),10000,0,10000,387100,JT8497151132,-,,Shop Location,Sale,Bandung,53
,770813336,INV/20210422/MPL/1190401232,22-04-2021 12:46:57,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965981,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Black,S",1,MOLFull_Black_S,,220050,24450,0,J&T(Reguler),10000,0,10000,387100,JT8497151132,-,,Shop Location,Sale,Bandung,53
119,771049170,INV/20210422/MPL/1190985637,22-04-2021 16:54:10,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237450795,"miniletics Motion Shorts 10"" Celana Olahraga Wanita - Midnight Blue,M",1,MOLShorts_MidnightBlue_M,,166050,18450,0,AnterAja(Reguler),7500,0,7500,223050,10001156251250,-,Yes,Shop Location,Sale,Jakarta selatan,39
,771049170,INV/20210422/MPL/1190985637,22-04-2021 16:54:10,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698766,miniletics To be Nimble Headband - Navy,1,NimHeadband_Navy,,49500,0,0,AnterAja(Reguler),7500,0,7500,223050,10001156251250,-,Yes,Shop Location,,Jakarta selatan,39
120,771088143,INV/20210422/MPL/1191081091,22-04-2021 18:03:24,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046907631,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,S",1,EMB_LightPurple_S,,157050,17450,0,SiCepat(Regular Package),28000,0,28000,185050,000495931285,-,Yes,Shop Location,Sale,Dumai,69
121,771293779,INV/20210422/MPL/1191590072,22-04-2021 23:22:39,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879034,"miniletics Alleviate Bra, with A/B Cup Sports Bra - Black,M",1,ALB_Black_M,,152550,16950,0,SiCepat(Regular Package),3000,0,3000,155550,000495931284,-,Yes,Shop Location,Sale,Surabaya,64
122,771436258,INV/20210423/MPL/1191947143,23-04-2021 07:19:58,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696216276,"miniletics Celana Olahraga wanita Motion Shorts 4"" - Black, L",1,MOLShorts_Black_L,,161024,8474,0,SiCepat(Regular Package),11000,0,11000,172024,000495931283,-,Yes,Shop Location,Sale,Tegal,131
123,771445094,INV/20210423/MPL/1191969521,23-04-2021 07:39:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1688159777,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - Grey Sage,L",1,EMBHigh_GreySage_L,,157050,17450,0,AnterAja(Reguler),7500,0,7500,321600,10001156251153,-,Yes,Shop Location,Sale,Jakarta barat,228
,771445094,INV/20210423/MPL/1191969521,23-04-2021 07:39:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1626360282,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - Periwinkle,L",1,EMBHigh_Periwinkle_L,,157050,17450,0,AnterAja(Reguler),7500,0,7500,321600,10001156251153,-,Yes,Shop Location,Sale,Jakarta barat,228
124,771564973,INV/20210423/MPL/1192268705,23-04-2021 11:00:17,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046893982,"miniletics ClariTy Tank Tank Top Olahraga Wanita - Light Purple,S",1,CT_LightPurple_S,,118150,20850,0,AnterAja(Reguler),7500,0,7500,125650,10001158362453,-,Yes,Shop Location,Sale,Ende,255
125,771947332,INV/20210423/MPL/1193219775,23-04-2021 15:04:19,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060293,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Black,M",1,PWRHigh_Black_M,,166050,18450,0,Gojek(Instant Courier),10000,0,10000,176050,GK-11-409217970,Same Day,,Shop Location,Sale,Surabaya,174
126,772136234,INV/20210423/MPL/1193677888,23-04-2021 18:53:52,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237450798,"miniletics Motion Shorts 10"" Celana Olahraga Wanita - Brick Red,M",1,MOLShorts_BrickRed_M,,166050,18450,0,AnterAja(Reguler),4000,0,4000,170050,10001165152830,-,Yes,Shop Location,Sale,Kerinci,61
127,772223329,INV/20210423/MPL/1193882734,23-04-2021 20:15:46,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1270689947,"miniletics Confit Jacket Jaket Olahraga Wanita - Pink Pastel,M",1,CJ_PinkPastel_M,,50,348950,261700,AnterAja(Reguler),7500,0,7500,7550,10001165130849,-,,Shop Location,Kejar Diskon Spesial,Tegal,231
128,772223684,INV/20210423/MPL/1193883520,23-04-2021 20:15:57,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1270689947,"miniletics Confit Jacket Jaket Olahraga Wanita - Pink Pastel,M",1,CJ_PinkPastel_M,,50,348950,261700,AnterAja(Reguler),7500,0,7500,7550,10001165132641,-,,Shop Location,Kejar Diskon Spesial,Jakarta pusat,221
129,772234564,INV/20210423/MPL/1193908259,23-04-2021 20:22:03,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1270689947,"miniletics Confit Jacket Jaket Olahraga Wanita - Pink Pastel,M",1,CJ_PinkPastel_M,,50,348950,261700,SiCepat(HALU),5500,0,5500,5550,000496286587,-,,Shop Location,Kejar Diskon Spesial,Jakarta selatan,256
130,772234040,INV/20210423/MPL/1193907042,23-04-2021 20:22:07,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1270689947,"miniletics Confit Jacket Jaket Olahraga Wanita - Pink Pastel,M",1,CJ_PinkPastel_M,,50,348950,261700,AnterAja(Reguler),7500,0,7500,7550,10001165135897,-,,Shop Location,Kejar Diskon Spesial,Jakarta barat,223
131,772236676,INV/20210423/MPL/1193913184,23-04-2021 20:23:30,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1270689947,"miniletics Confit Jacket Jaket Olahraga Wanita - Pink Pastel,M",1,CJ_PinkPastel_M,,50,348950,261700,SiCepat(HALU),2500,0,2500,2550,000496286592,-,,Shop Location,Kejar Diskon Spesial,Surabaya,215
132,772421176,INV/20210423/MPL/1194357864,23-04-2021 23:24:00,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696216274,"miniletics Celana Olahraga wanita Motion Shorts 4"" - Black, S",1,MOLShorts_Black_S,,161024,8474,0,AnterAja(Reguler),7500,0,7500,168524,10001165132948,-,Yes,Shop Location,Sale,Jakarta utara,26
133,772958171,INV/20210424/MPL/1195708379,24-04-2021 13:38:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1744331276,"miniletics All Day Jogger Celana Olahraga Wanita - Black, M",1,ADJogger_Black_M,,213274,11224,0,AnterAja(Reguler),15000,0,15000,452824,10001176696268,-,Yes,Shop Location,Sale,Jakarta barat,237
,772958171,INV/20210424/MPL/1195708379,24-04-2021 13:38:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455397,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Black,M",1,RACrop_Black_M,,224550,24950,0,AnterAja(Reguler),15000,0,15000,452824,10001176696268,-,Yes,Shop Location,Sale,Jakarta barat,237
134,773663485,INV/20210425/MPL/1197461965,25-04-2021 11:01:40,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237671406,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - Mauve Pink,M",1,EMBHigh_MauvePink_M,,166050,18450,0,SiCepat(Regular Package),3000,0,3000,169050,000496845682,-,Yes,Shop Location,Sale,Kupang,243
135,774085802,INV/20210425/MPL/1198514617,25-04-2021 19:12:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060293,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Black,M",1,PWRHigh_Black_M,,166050,18450,0,AnterAja(Reguler),7500,0,7500,173550,10001176697863,-,Yes,Shop Location,Sale,Jakarta timur,252
136,774384720,INV/20210426/MPL/1199259327,26-04-2021 07:40:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1717038925,"miniletics Breezy Crop Tank Tank Top Wanita - Lavender Fog, S",1,BRCrop_LavenderFog_S,,149500,0,0,Gojek(Instant Courier),13500,0,13500,837274,GK-11-409982706,Same Day,,Shop Location,,Kupang,140
,774384720,INV/20210426/MPL/1199259327,26-04-2021 07:40:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719458688,"miniletics Breezy Tank Tank Top Wanita - Black, S",1,BRTank_Black_S,,169500,0,0,Gojek(Instant Courier),13500,0,13500,837274,GK-11-409982706,Same Day,,Shop Location,,Kupang,140
,774384720,INV/20210426/MPL/1199259327,26-04-2021 07:40:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719458691,"miniletics Breezy Tank Tank Top Wanita - Cream, S",1,BRTank_Cream_S,,169500,0,0,Gojek(Instant Courier),13500,0,13500,837274,GK-11-409982706,Same Day,,Shop Location,,Kupang,140
,774384720,INV/20210426/MPL/1199259327,26-04-2021 07:40:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719458694,"miniletics Breezy Tank Tank Top Wanita - Light Purple, S",1,BRTank_LightPurple_S,,169500,0,0,Gojek(Instant Courier),13500,0,13500,837274,GK-11-409982706,Same Day,,Shop Location,,Kupang,140
,774384720,INV/20210426/MPL/1199259327,26-04-2021 07:40:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696083111,"miniletics Tank Top Olahraga Wanita Motion Racerback Tank - Midnight Blue, S",1,MRBTank_MidnightBlue_S,,165774,8724,0,Gojek(Instant Courier),13500,0,13500,837274,GK-11-409982706,Same Day,,Shop Location,Sale,Kupang,140
137,774311290,INV/20210426/MPL/1199074297,26-04-2021 08:05:14,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495250105,"miniletics Sprint Shorts Celana Olahraga Wanita - Grey,M",1,SPRShorts_Grey_M,,139824,24674,0,AnterAja(Reguler),7500,0,7500,262524,10001176695834,-,Yes,Shop Location,Sale,Jakarta selatan,15
,774311290,INV/20210426/MPL/1199074297,26-04-2021 08:05:14,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046900475,"miniletics Tie It Strong Tank Tank Top Wanita - Dusty Orange,S",1,TST_DustyOrange_S,,115200,28800,0,AnterAja(Reguler),7500,0,7500,262524,10001176695834,-,Yes,Shop Location,Sale,Jakarta selatan,15
138,774620822,INV/20210426/MPL/1199853324,26-04-2021 10:55:40,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237733173,"miniletics Motion Shorts 6"" Celana Olahraga Wanita - Black Camo,S",1,MOLShorts_BlackCamo_S,,157050,17450,0,SiCepat(HALU),6000,0,6000,494600,000496899273,-,,Shop Location,Sale,Tangerang,117
,774620822,INV/20210426/MPL/1199853324,26-04-2021 10:55:40,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696083111,"miniletics Tank Top Olahraga Wanita Motion Racerback Tank - Midnight Blue, S",1,MRBTank_MidnightBlue_S,,165774,8724,0,SiCepat(HALU),6000,0,6000,494600,000496899273,-,,Shop Location,Sale,Tangerang,117
,774620822,INV/20210426/MPL/1199853324,26-04-2021 10:55:40,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696083115,"miniletics Tank Top Olahraga Wanita Motion Racerback Tank - Toasty Grey, S",1,MRBTank_ToastyGrey_S,,165774,8724,0,SiCepat(HALU),6000,0,6000,494600,000496899273,-,,Shop Location,Sale,Tangerang,117
