Count,Order ID,Invoice,Payment Date,Order Status,Product ID,Product Name,Quantity,Stock Keeping Unit (SKU),Notes,Price (Rp.),Discount Amount (Rp.),Subsidi Amount (Rp.),Courier,Shipping Price + fee (Rp.),Insurance (Rp.),Total Shipping Fee (Rp.),Total Amount (Rp.),AWB,Jenis Layanan,Bebas Ongkir,Warehouse Origin,Campaign Name,city,user_id
,759982368,INV/20210411/MPL/1163585362,11-04-2021 10:49:30,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1646798658,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,XL",1,EMB_LightPurple_XL,,157050,17450,0,AnterAja(Reguler),7500,0,7500,321600,10001102036205,-,,Shop Location,Sale,Jakarta barat,228
38,760087987,INV/20210411/MPL/1163850939,11-04-2021 13:08:10,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965985,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Blue,S",1,MOLFull_Blue_S,,220050,24450,0,AnterAja(Reguler),7500,0,7500,341450,10001102036636,-,Yes,Shop Location,Sale,Tangerang,260
,760087987,INV/20210411/MPL/1163850939,11-04-2021 13:08:10,"Transaksi selesai..
Dana akan diteruskan ke penjual.",986577439,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Blue,S",1,FFT_Blue_S,,113900,20100,0,AnterAja(Reguler),7500,0,7500,341450,10001102036636,-,Yes,Shop Location,Sale,Tangerang,260
39,760137966,INV/20210411/MPL/1163976074,11-04-2021 14:19:12,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1495250109,"miniletics Sprint Shorts Celana Olahraga Wanita - White,M",1,SPRShorts_White_M,,139824,24674,0,AnterAja(Reguler),7500,0,7500,147324,10001102031132,-,Yes,Shop Location,Sale,Jakarta selatan,108
40,760220379,INV/20210411/MPL/1164182998,11-04-2021 16:25:50,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1222901210,"miniletics Tie It Strong Tank Tank Top Wanita - Light Blue,S",1,TST_LightBlue_S,,115200,28800,0,AnterAja(Reguler),7500,0,7500,122700,10001102034214,-,Yes,Shop Location,Sale,Jakarta selatan,253
41,760298569,INV/20210411/MPL/1164376960,11-04-2021 18:30:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1240390318,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Mauve Pink,XS",1,MOLFull_MauvePink_XS,,220050,24450,0,AnterAja(Reguler),7500,0,7500,384600,10001102030625,-,Yes,Shop Location,Sale,Jakarta utara,118
,760298569,INV/20210411/MPL/1164376960,11-04-2021 18:30:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060292,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Black,S",1,PWRHigh_Black_S,,157050,17450,0,AnterAja(Reguler),7500,0,7500,384600,10001102030625,-,Yes,Shop Location,Sale,Jakarta utara,118
42,760357678,INV/20210411/MPL/1164523800,11-04-2021 19:58:11,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1695943371,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Green,S",1,MOLFull_Green_S,,220050,24450,0,AnterAja(Reguler),7500,0,7500,227550,10001102030355,-,Yes,Shop Location,Sale,Surabaya,234
43,760378085,INV/20210411/MPL/1164574654,11-04-2021 20:25:44,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455401,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Grey Sage,L",1,RACrop_GreySage_L,,224550,24950,0,JNE(OKE),12000,0,12000,461100,TJE1422287004060,-,,Shop Location,Sale,Pati,148
,760378085,INV/20210411/MPL/1164574654,11-04-2021 20:25:44,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455404,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Lavender Grey,L",1,RACrop_LavenderGrey_L,,224550,24950,0,JNE(OKE),12000,0,12000,461100,TJE1422287004060,-,,Shop Location,Sale,Pati,148
44,760406727,INV/20210411/MPL/1164646449,11-04-2021 21:04:26,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046907633,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,L",1,EMB_LightPurple_L,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001102030342,-,Yes,Shop Location,Sale,Jakarta barat,184
45,760166362,INV/20210411/MPL/1164047062,11-04-2021 21:21:37,"Transaksi selesai..
Dana akan diteruskan ke penjual.",986577441,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Black,S",1,FFT_Black_S,,113900,20100,0,AnterAja(Reguler),7500,0,7500,121400,10001102030638,-,Yes,Shop Location,Sale,Jakarta barat,38
46,760447770,INV/20210411/MPL/1164750366,11-04-2021 22:02:44,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338041079,"miniletics Soothe Loose (Cropped Long Sleeve) Baju Olahraga Wanita - Dark Grey,S",1,SLoose_DarkGrey_S,,139600,34900,0,AnterAja(Reguler),7500,0,7500,147100,10001102033839,-,Yes,Shop Location,Sale,Jakarta utara,24
47,760681509,INV/20210412/MPL/1165339823,12-04-2021 08:44:02,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046907632,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,M",1,EMB_LightPurple_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001102031114,-,Yes,Shop Location,Sale,Bekasi,5
48,761114225,INV/20210412/MPL/1166425783,12-04-2021 15:07:27,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1424506251,"miniletics Vibrant Y Bra, with A/B Cup Sports Bra - Eggplant Purple,M",1,VibY_EggplantPurple_M,,157050,17450,0,JNE(OKE),6000,0,6000,294250,TJE1078547112448,-,,Shop Location,Sale,Jakarta barat,79
,761114225,INV/20210412/MPL/1166425783,12-04-2021 15:07:27,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237777731,"miniletics Sprint Tank Tank Top Olahraga Wanita - Soft Pink,M",1,SPRTank_SoftPink_M,,131200,32800,0,JNE(OKE),6000,0,6000,294250,TJE1078547112448,-,,Shop Location,Sale,Jakarta barat,79
49,761169038,INV/20210412/MPL/1166561295,12-04-2021 16:06:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338102456,"miniletics All Day Tank Tank Top Olahraga Wanita - Black,M",1,ADTank_Black_M,,135600,33900,0,AnterAja(Reguler),7500,0,7500,192600,10001106551290,-,Yes,Shop Location,Sale,Tangerang,56
,761169038,INV/20210412/MPL/1166561295,12-04-2021 16:06:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,49500,0,0,AnterAja(Reguler),7500,0,7500,192600,10001106551290,-,Yes,Shop Location,,Tangerang,56
50,761193468,INV/20210412/MPL/1166620932,12-04-2021 16:34:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",986647208,"miniletics Tank Top Olahraga Wanita Notice Mi 2 in 1 Tank, A/B cup - Grey,S",1,NMT_Grey_S,,169574,29924,0,AnterAja(Reguler),15000,0,15000,715674,10001106549947,-,Yes,Shop Location,Sale,Jakarta barat,120
,761193468,INV/20210412/MPL/1166620932,12-04-2021 16:34:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1717038925,"miniletics Breezy Crop Tank Tank Top Wanita - Lavender Fog, S",1,BRCrop_LavenderFog_S,,149500,0,0,AnterAja(Reguler),15000,0,15000,715674,10001106549947,-,Yes,Shop Location,,Jakarta barat,120
,761193468,INV/20210412/MPL/1166620932,12-04-2021 16:34:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987978944,"miniletics Swift Legging Full 23"" Legging Olahraga Wanita - Dark Blue,M",1,SLfull_DarkBlue_M,,224550,24950,0,AnterAja(Reguler),15000,0,15000,715674,10001106549947,-,Yes,Shop Location,Sale,Jakarta barat,120
,761193468,INV/20210412/MPL/1166620932,12-04-2021 16:34:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060290,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Magenta,S",1,PWRHigh_Magenta_S,,157050,17450,0,AnterAja(Reguler),15000,0,15000,715674,10001106549947,-,Yes,Shop Location,Sale,Jakarta barat,120
51,761285688,INV/20210412/MPL/1166845889,12-04-2021 18:44:52,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1433494049,"miniletics Embrace Bra (Limited Edition), with A/B Cup Sports Bra - White Zen Camo,M",1,EMB_WhiteZenCamo_M,,179550,19950,0,AnterAja(Reguler),7500,0,7500,187050,10001106552051,-,Yes,Shop Location,Sale,Jakarta barat,186
52,761628536,INV/20210413/MPL/1167706870,13-04-2021 08:18:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879030,"miniletics Alleviate Bra, with A/B Cup Sports Bra - White,S",1,ALB_White_S,,152550,16950,0,AnterAja(Reguler),7500,0,7500,160050,10001106549079,-,Yes,Shop Location,Sale,Landak,154
53,761725951,INV/20210413/MPL/1167954537,13-04-2021 09:58:42,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1646798658,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,XL",1,EMB_LightPurple_XL,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001107088193,-,Yes,Shop Location,Sale,Jakarta timur,29
54,761781377,INV/20210413/MPL/1168093677,13-04-2021 10:41:05,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696161125,"miniletics Baju Olahraga Wanita Kaos Motion Short Sleeve - Cream, M",1,MSSleeve_Cream_M,,166050,18450,0,AnterAja(Reguler),7500,0,7500,393600,10001107385104,-,Yes,Shop Location,Sale,Jakarta barat,144
,761781377,INV/20210413/MPL/1168093677,13-04-2021 10:41:05,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1240390320,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Mauve Pink,M",1,MOLFull_MauvePink_M,,220050,24450,0,AnterAja(Reguler),7500,0,7500,393600,10001107385104,-,Yes,Shop Location,Sale,Jakarta barat,144
55,761845661,INV/20210413/MPL/1168256303,13-04-2021 11:30:21,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1403131930,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - White,M",1,FFT_White_M,,113900,20100,0,AnterAja(Reguler),7500,0,7500,121400,10001107825664,-,Yes,Shop Location,Sale,Jakarta utara,130
56,761878456,INV/20210413/MPL/1168339176,13-04-2021 11:55:00,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1695943373,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Green,L",1,MOLFull_Green_L,,220050,24450,0,AnterAja(Reguler),15000,0,15000,569000,10001107829015,-,Yes,Shop Location,Sale,Sleman,205
,761878456,INV/20210413/MPL/1168339176,13-04-2021 11:55:00,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1354364250,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Light Grey,M",1,FFT_LightGrey_M,,113900,20100,0,AnterAja(Reguler),15000,0,15000,569000,10001107829015,-,Yes,Shop Location,Sale,Sleman,205
,761878456,INV/20210413/MPL/1168339176,13-04-2021 11:55:00,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965992,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Grey,L",1,MOLFull_Grey_L,,220050,24450,0,AnterAja(Reguler),15000,0,15000,569000,10001107829015,-,Yes,Shop Location,Sale,Sleman,205
57,761971670,INV/20210413/MPL/1168575507,13-04-2021 13:07:29,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046907633,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,L",1,EMB_LightPurple_L,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001108261560,-,Yes,Shop Location,Sale,Jakarta barat,132
58,762203261,INV/20210413/MPL/1169154955,13-04-2021 16:41:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",986577444,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Black,M",1,FFT_Black_M,,113900,20100,0,AnterAja(Reguler),17000,0,17000,130900,10001112565146,-,Yes,Shop Location,Sale,Kupang,71
59,762244205,INV/20210413/MPL/1169255678,13-04-2021 17:36:52,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987978942,"miniletics Swift Legging Full 23"" Legging Olahraga Wanita - Dark Blue,S",1,SLfull_DarkBlue_S,,224550,24950,0,AnterAja(Reguler),7500,0,7500,443100,10001112523933,-,Yes,Shop Location,Sale,Landak,230
,762244205,INV/20210413/MPL/1169255678,13-04-2021 17:36:52,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1138628370,"miniletics Motion Legging Capri 3/4 19"" Legging Olahraga Wanita - Maroon,S",1,MOL34_Maroon_S,,211050,23450,0,AnterAja(Reguler),7500,0,7500,443100,10001112523933,-,Yes,Shop Location,Sale,Landak,230
60,762264875,INV/20210413/MPL/1169306441,13-04-2021 18:11:25,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1646783326,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - Mauve Pink,XL",1,EMBHigh_MauvePink_XL,,157050,17450,0,AnterAja(Reguler),3500,0,3500,160550,10001112513170,-,Yes,Shop Location,Sale,Sidoarjo,204
61,762277058,INV/20210413/MPL/1169336090,13-04-2021 18:31:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719458689,"miniletics Breezy Tank Tank Top Wanita - Black, M",1,BRTank_Black_M,,169500,0,0,SiCepat(HALU),5500,0,5500,399550,000493312058,-,,Shop Location,,Jakarta selatan,149
,762277058,INV/20210413/MPL/1169336090,13-04-2021 18:31:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455401,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Grey Sage,L",1,RACrop_GreySage_L,,224550,24950,0,SiCepat(HALU),5500,0,5500,399550,000493312058,-,,Shop Location,Sale,Jakarta selatan,149
62,762284577,INV/20210413/MPL/1169354440,13-04-2021 18:42:26,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698766,miniletics To be Nimble Headband - Navy,1,NimHeadband_Navy,,27500,22000,9624,AnterAja(Reguler),7500,0,7500,35000,10001112522169,-,Yes,Shop Location,Kejar Diskon Spesial,Jakarta utara,197
63,762330662,INV/20210413/MPL/1169467910,13-04-2021 19:45:20,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,27500,22000,9624,AnterAja(Reguler),7500,0,7500,35000,10001112523610,-,Yes,Shop Location,Kejar Diskon Spesial,Jakarta barat,147
64,762336957,INV/20210413/MPL/1169483594,13-04-2021 19:53:59,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,27500,22000,9624,AnterAja(Reguler),7500,0,7500,35000,10001112524181,-,Yes,Shop Location,Kejar Diskon Spesial,Denpasar,126
65,762385844,INV/20210413/MPL/1169604880,13-04-2021 20:54:24,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237450798,"miniletics Motion Shorts 10"" Celana Olahraga Wanita - Brick Red,M",1,MOLShorts_BrickRed_M,,166050,18450,0,AnterAja(Reguler),7500,0,7500,332472,10001112522172,Bayar di Tempat,Yes,Shop Location,Sale,Jakarta pusat,191
,762385844,INV/20210413/MPL/1169604880,13-04-2021 20:54:24,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046903881,"miniletics Alleviate Bra, with A/B Cup Sports Bra - Coral,M",1,ALB_Coral_M,,152550,16950,0,AnterAja(Reguler),7500,0,7500,332472,10001112522172,Bayar di Tempat,Yes,Shop Location,Sale,Jakarta pusat,191
66,762402067,INV/20210413/MPL/1169645711,13-04-2021 21:14:17,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237777734,"miniletics Sprint Tank Tank Top Olahraga Wanita - White Mint,M",1,SPRTank_WhiteMint_M,,131200,32800,0,AnterAja(Reguler),7500,0,7500,308200,10001112523447,-,Yes,Shop Location,Sale,Jakarta pusat,165
,762402067,INV/20210413/MPL/1169645711,13-04-2021 21:14:17,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719458692,"miniletics Breezy Tank Tank Top Wanita - Cream, M",1,BRTank_Cream_M,,169500,0,0,AnterAja(Reguler),7500,0,7500,308200,10001112523447,-,Yes,Shop Location,,Jakarta pusat,165
67,762840725,INV/20210414/MPL/1170754833,14-04-2021 11:19:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1744331278,"miniletics All Day Jogger Celana Olahraga Wanita - Grey Sage, S",1,ADJogger_GreySage_S,,213274,11224,0,SiCepat(HALU),11000,0,11000,821900,000493411093,-,,Shop Location,Sale,Jakarta timur,4
,762840725,INV/20210414/MPL/1170754833,14-04-2021 11:19:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338151461,"miniletics Pure Tee-nergy (Long Sleeve) Baju Olahraga Wanita - Purple Heather,S",1,PureLong_PurpleHeather_S,,175050,19450,0,SiCepat(HALU),11000,0,11000,821900,000493411093,-,,Shop Location,Sale,Jakarta timur,4
,762840725,INV/20210414/MPL/1170754833,14-04-2021 11:19:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1688159776,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - Grey Sage,M",1,EMBHigh_GreySage_M,,157050,17450,0,SiCepat(HALU),11000,0,11000,821900,000493411093,-,,Shop Location,Sale,Jakarta timur,4
,762840725,INV/20210414/MPL/1170754833,14-04-2021 11:19:28,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696332466,"miniletics Legging Olahraga Wanita Motion Train Tight 23"" - Grey Sage, M",1,MOLTrain_GreySage_M,,265524,13974,0,SiCepat(HALU),11000,0,11000,821900,000493411093,-,,Shop Location,Sale,Jakarta timur,4
68,762951346,INV/20210414/MPL/1171033053,14-04-2021 12:47:58,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965986,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Black,M",1,MOLFull_Black_M,,220050,24450,0,AnterAja(Reguler),7500,0,7500,384600,10001114807013,-,,Shop Location,Sale,Bangka,188
,762951346,INV/20210414/MPL/1171033053,14-04-2021 12:47:58,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060291,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Magenta,M",1,PWRHigh_Magenta_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,384600,10001114807013,-,,Shop Location,Sale,Bangka,188
69,763158854,INV/20210414/MPL/1171550024,14-04-2021 15:56:35,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1005874854,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Purple,XS",1,MOLFull_Purple_XS,,220050,24450,0,AnterAja(Reguler),7500,0,7500,227550,10001117755421,-,Yes,Shop Location,Sale,Jakarta barat,38
70,763269193,INV/20210414/MPL/1171820189,14-04-2021 18:34:48,"Transaksi selesai..
Dana akan diteruskan ke penjual.",980041222,"miniletics ClariTy Tank Tank Top Olahraga Wanita - White,M",1,CT_White_M,,118150,20850,0,AnterAja(Reguler),10000,0,10000,259350,10001117757210,-,Yes,Shop Location,Sale,Denpasar,159
,763269193,INV/20210414/MPL/1171820189,14-04-2021 18:34:48,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237777731,"miniletics Sprint Tank Tank Top Olahraga Wanita - Soft Pink,M",1,SPRTank_SoftPink_M,,131200,32800,0,AnterAja(Reguler),10000,0,10000,259350,10001117757210,-,Yes,Shop Location,Sale,Denpasar,159
71,763361183,INV/20210414/MPL/1172046758,14-04-2021 20:37:57,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046907632,"miniletics Embrace Bra, with A/B Cup Sports Bra - Light Purple,M",1,EMB_LightPurple_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001117755735,-,Yes,Shop Location,Sale,Bekasi,95
72,763356352,INV/20210414/MPL/1172034865,14-04-2021 23:20:02,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060291,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Magenta,M",1,PWRHigh_Magenta_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,164550,10001117756086,-,Yes,Shop Location,Sale,Jakarta timur,103
73,763477603,INV/20210414/MPL/1172338127,14-04-2021 23:25:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987838453,"miniletics Motion Legging Capri 3/4 19"" Legging Olahraga Wanita - Pink,M",1,MOL34_Pink_M,,211050,23450,0,AnterAja(Reguler),40000,0,40000,735650,10001117756927,-,Yes,Shop Location,Sale,Makassar,16
,763477603,INV/20210414/MPL/1172338127,14-04-2021 23:25:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696216275,"miniletics Celana Olahraga wanita Motion Shorts 4"" - Black, M",1,MOLShorts_Black_M,,161024,8474,0,AnterAja(Reguler),40000,0,40000,735650,10001117756927,-,Yes,Shop Location,Sale,Makassar,16
,763477603,INV/20210414/MPL/1172338127,14-04-2021 23:25:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719594579,"miniletics Sprint Short Sleeve Kaos Olahraga Wanita - Black, M",1,SPRSSleeve_Black_M,,179500,0,0,AnterAja(Reguler),40000,0,40000,735650,10001117756927,-,Yes,Shop Location,,Makassar,16
,763477603,INV/20210414/MPL/1172338127,14-04-2021 23:25:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238020221,"miniletics Feel Free Bra, with A/B Cup Sports Bra - Black,S",1,FFB_Black_M,,144074,25424,0,AnterAja(Reguler),40000,0,40000,735650,10001117756927,-,Yes,Shop Location,Sale,Makassar,16
74,763549675,INV/20210415/MPL/1172521092,15-04-2021 04:44:09,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060293,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Black,M",1,PWRHigh_Black_M,,157050,17450,0,SiCepat(HALU),5500,0,5500,387100,000493624029,-,,Shop Location,Sale,Jakarta selatan,1
,763549675,INV/20210415/MPL/1172521092,15-04-2021 04:44:09,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455400,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Grey Sage,M",1,RACrop_GreySage_M,,224550,24950,0,SiCepat(HALU),5500,0,5500,387100,000493624029,-,,Shop Location,Sale,Jakarta selatan,1
75,763602939,INV/20210415/MPL/1172659113,15-04-2021 07:36:33,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043879031,"miniletics Alleviate Bra, with A/B Cup Sports Bra - Black,S",1,ALB_Black_S,,152550,16950,0,JNE(OKE),6000,0,6000,378600,TJE1437205010624,-,,Shop Location,Sale,Jakarta barat,164
,763602939,INV/20210415/MPL/1172659113,15-04-2021 07:36:33,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987965981,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Black,S",1,MOLFull_Black_S,,220050,24450,0,JNE(OKE),6000,0,6000,378600,TJE1437205010624,-,,Shop Location,Sale,Jakarta barat,164
76,763636752,INV/20210415/MPL/1172745189,15-04-2021 08:31:02,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698767,miniletics To be Nimble Headband - Warm Pink,1,NimHeadband_WarmPink,,49500,0,0,AnterAja(Reguler),7500,0,7500,106500,10001117754543,-,Yes,Shop Location,,Jakarta pusat,12
,763636752,INV/20210415/MPL/1172745189,15-04-2021 08:31:02,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,49500,0,0,AnterAja(Reguler),7500,0,7500,106500,10001117754543,-,Yes,Shop Location,,Jakarta pusat,12
77,763845874,INV/20210415/MPL/1173273002,15-04-2021 11:40:59,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1403131930,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - White,M",1,FFT_White_M,,113900,20100,0,AnterAja(Reguler),7500,0,7500,121400,10001119135243,-,Yes,Shop Location,Sale,Jakarta timur,225
78,764221707,INV/20210415/MPL/1174208256,15-04-2021 18:07:42,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698765,miniletics To be Nimble Headband - Black,1,NimHeadband_Black,,27500,22000,9624,AnterAja(Reguler),7500,0,7500,35000,10001122200945,-,Yes,Shop Location,Kejar Diskon Spesial,Jakarta selatan,162
79,764251211,INV/20210415/MPL/1174280024,15-04-2021 18:57:26,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1043985772,"miniletics Embrace Bra, with A/B Cup Sports Bra - Black,L",1,EMB_Black_L,Boleh minta busa cup yg tipis ga yah?? Thanks,157050,17450,0,SiCepat(HALU),2500,0,2500,159550,000493925100,-,,Shop Location,Sale,Surabaya,208
80,764263574,INV/20210415/MPL/1174310352,15-04-2021 19:12:19,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698767,miniletics To be Nimble Headband - Warm Pink,1,NimHeadband_WarmPink,,27500,22000,9624,JNE(OKE),6000,0,6000,33500,TJE1111252243680,-,,Shop Location,Kejar Diskon Spesial,Jakarta utara,80
81,764413448,INV/20210415/MPL/1174683080,15-04-2021 22:38:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1240347300,"miniletics Alleviate Bra, with A/B Cup Sports Bra - Periwinkle,S",1,ALB_Periwinkle_S,,152550,16950,0,AnterAja(Reguler),7500,0,7500,317100,10001122201542,-,Yes,Shop Location,Sale,Jakarta barat,141
,764413448,INV/20210415/MPL/1174683080,15-04-2021 22:38:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1238060291,"miniletics Power High Neck Bra, with A/B Cup Sports Bra - Magenta,M",1,PWRHigh_Magenta_M,,157050,17450,0,AnterAja(Reguler),7500,0,7500,317100,10001122201542,-,Yes,Shop Location,Sale,Jakarta barat,141
82,764570333,INV/20210416/MPL/1175082330,16-04-2021 07:51:05,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046916109,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Cherry Pink,L",1,FFT_CherryPink_L,,113900,20100,0,AnterAja(Reguler),3500,0,3500,117400,10001122202190,-,Yes,Shop Location,Sale,Sidoarjo,14
83,765168541,INV/20210416/MPL/1176574780,16-04-2021 18:22:44,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455396,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Black,S",1,RACrop_Black_S,,224550,24950,0,AnterAja(Reguler),7500,0,7500,232050,10001126515179,-,Yes,Shop Location,Sale,Jakarta utara,24
84,765730106,INV/20210417/MPL/1177840724,17-04-2021 06:47:29,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1646771531,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Lavender Grey,XL",1,RACrop_LavenderGrey_XL,,224550,24950,0,AnterAja(Reguler),7500,0,7500,232050,10001126515720,-,Yes,Shop Location,Sale,Tangerang,45
85,766349784,INV/20210417/MPL/1179392519,17-04-2021 19:18:23,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1626360283,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - White,L",1,EMBHigh_White_L,,157050,17450,0,AnterAja(Reguler),7500,0,7500,279750,10001133295406,-,Yes,Shop Location,Sale,Jakarta timur,157
,766349784,INV/20210417/MPL/1179392519,17-04-2021 19:18:23,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1222901210,"miniletics Tie It Strong Tank Tank Top Wanita - Light Blue,S",1,TST_LightBlue_S,,115200,28800,0,AnterAja(Reguler),7500,0,7500,279750,10001133295406,-,Yes,Shop Location,Sale,Jakarta timur,157
