Product Title,URL,Brand,Seller Name,Marketplace,Seller Type,Location,Sales Quantity,Sales Revenue,,,
KLEVERU Sea Buckthorn Essence Toner and Vitamin C 10% Ferulic Serum,https://shopee.co.id/KLEVERU-Sea-Buckthorn-Essence-Toner-and-Vitamin-C-10-Ferulic-Serum-i.59078646.8414127802,Kleveru,Kleveru Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp2,591,798",10,Rp2591798,2591798
Ponds Age Miracle Youthful Glow Double Action Serum 30ml,https://shopee.co.id/Ponds-Age-Miracle-Youthful-Glow-Double-Action-Serum-30ml-i.30736001.3388355579,Pond'S,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,10,"Rp16,320,000",10,Rp16320000,16320000
Azarine Eyeluminate Firming Serum 15ml C White,https://shopee.co.id/Azarine-Eyeluminate-Firming-Serum-15ml-C-White-i.110573301.7785896419,Azarine,Beauty by Shopee,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp25,630,000",10,Rp25630000,25630000
Vienka Skin care Skincare Saffron Safron Shafron Brightening Serum 20 ml Perawatan Kecantikan Wajah BPOM HALAL COD,https://shopee.co.id/Vienka-Skin-care-Skincare-Saffron-Safron-Shafron-Brightening-Serum-20-ml-Perawatan-Kecantikan-Wajah-BPOM-HALAL-COD-i.332307361.9431648696,Vienka,Vienka Official Shop,Shopee,Official Store,KOTA BEKASI,10,"Rp7,490,000",10,Rp7490000,7490000
Somethinc 10% Niacinamide + Moisture Sabi Beet Max Brightening Serum - 40ml,https://shopee.co.id/Somethinc-10-Niacinamide-Moisture-Sabi-Beet-Max-Brightening-Serum-40ml-i.825870.3785601855,Somethinc,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp1,395,000",10,Rp1395000,1395000
Illuminare Pore Serum 30ml/ anti jerawat/ Acne / perawatan wajah / Skincare / Kulit Berminyak,https://shopee.co.id/Illuminare-Pore-Serum-30ml-anti-jerawat-Acne-perawatan-wajah-Skincare-Kulit-Berminyak-i.121791179.2172931596,Illuminare,Century Health Official Shop,Shopee,Official Store,KAB. TANGERANG,10,"Rp688,500",10,Rp688500,688500
[innisfree] Jeju Pomegranate Revitalizing Emulsion 160ML,https://shopee.co.id/-innisfree-Jeju-Pomegranate-Revitalizing-Emulsion-160ML-i.61504589.7616068874,Innisfree,Innisfree Official Shop,Shopee,Official Store,KOTA BEKASI,10,"Rp726,250",10,Rp726250,726250
Wardah Treatment Essence 50ml,https://shopee.co.id/Wardah-Treatment-Essence-50ml-i.30736001.9568008321,Wardah,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,10,"Rp670,000",10,Rp670000,670000
Dear Me Beauty 2% Salicylic Acid (BHA) + Lemon Extract Face Serum 12ml,https://shopee.co.id/Dear-Me-Beauty-2-Salicylic-Acid-BHA-Lemon-Extract-Face-Serum-i.270965687.10106239765,Dear Me Beauty,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,10,"Rp2,962,400",10,Rp2962400,2962400
Buy 1 Get 1 Bio Essence Bio Water Foamy Cleanser 100 gr,https://shopee.co.id/Buy-1-Get-1-Bio-Essence-Bio-Water-Foamy-Cleanser-100-gr-i.63822287.12606216120,Bio Essence,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp2,081,000",9,Rp2081000,2081000
Yoqueen Beauty Serum for Acne 10ml,https://shopee.co.id/Yoqueen-Beauty-Serum-for-Acne-10ml-i.48380572.7015595344,Yoqueen,Yoqueen Official Shop,Shopee,Official Store,KAB. SUMEDANG,9,"Rp3,160,000",9,Rp3160000,3160000
Dove Deodorant Dry Serum Regenerate Care Collagen + Vitamin B3 50 ml Anti Bakteri,https://shopee.co.id/Dove-Deodorant-Dry-Serum-Regenerate-Care-Collagen-Vitamin-B3-50-ml-Anti-Bakteri-i.14318452.4961173417,Dove,Unilever Indonesia Official Shop,Shopee,Official Store,KOTA BEKASI,9,"Rp402,300",9,Rp402300,402300
SKEYNDOR Antiox Glowing Serum,https://shopee.co.id/SKEYNDOR-Antiox-Glowing-Serum-i.241089883.6026333170,Skeyndor,SKEYNDOR INDONESIA,Shopee,Official Store,KOTA JAKARTA BARAT,9,"Rp1,431,000",9,Rp1431000,1431000
"Glowlabs The Bright-mate (Gentle Glow Essence, Gentle Bright Serum & Peptide Moist)",https://shopee.co.id/Glowlabs-The-Bright-mate-Gentle-Glow-Essence-Gentle-Bright-Serum-Peptide-Moist--i.336869851.11113689121,Glowlabs,Glowlabs Official Shop,Shopee,Official Store,KOTA SURAKARTA (SOLO),9,"Rp1,729,125",9,Rp1729125,1729125
Beautybarme - Some By Mi Snail Truecica Miracle Repair Serum,https://shopee.co.id/Beautybarme-Some-By-Mi-Snail-Truecica-Miracle-Repair-Serum-i.28781862.2327906617,Somebymi,Beautybarme Official Shop,Shopee,Official Store,KOTA SERANG,9,"Rp1,288,400",9,Rp1288400,1288400
Yves Rocher Elixir Jeunesse Reparation + Anti Pollution Serum Essence 30 ml,https://shopee.co.id/Yves-Rocher-Elixir-Jeunesse-Reparation-Anti-Pollution-Serum-Essence-30-ml-i.70687187.1199451251,Yves Rocher,Yves Rocher Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp2,173,700",9,Rp2173700,2173700
MSBB - Somethinc CRIOUSLY 24k GOLD ESSENCE - 40ml,https://shopee.co.id/MSBB-Somethinc-CRIOUSLY-24k-GOLD-ESSENCE-40ml-i.288588702.5446404926,Somethinc,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,9,"Rp449,892",9,Rp449892,449892
Somethinc CRIOUSLY 24k GOLD ESSENCE - 40ml,https://shopee.co.id/Somethinc-CRIOUSLY-24k-GOLD-ESSENCE-40ml-i.110573301.8815961675,Somethinc,Beauty by Shopee,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp2,160,000",9,Rp2160000,2160000
WHITELAB Peeling Serum AHA BHA PHA 15ml,https://shopee.co.id/WHITELAB-Peeling-Serum-AHA-BHA-PHA-15ml-i.270965687.7881756511,Whitelab,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,9,"Rp4,620,000",9,Rp4620000,4620000
Lacoco 5% Bakuchiol Essence,https://shopee.co.id/Lacoco-5-Bakuchiol-Essence-i.270965687.11428033221,Lacoco En Nature,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,9,"Rp1,665,000",9,Rp1665000,1665000
Babor Skinovage Vitalizing Cream Rich 50 ML,https://shopee.co.id/Babor-Skinovage-Vitalizing-Cream-Rich-50-ML-i.131188140.7356326719,Babor,Babor Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp482,000",9,Rp482000,482000
GLAMGLOW BEST SERUM Clearing And Anti Aging Treatment,https://shopee.co.id/GLAMGLOW-BEST-SERUM-Clearing-And-Anti-Aging-Treatment-i.37242565.8004017888,Glamglow,BeautyBox Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,9,"Rp3,024,800",9,Rp3024800,3024800
Aubree Niacinamide Skin Booster - 30ml,https://shopee.co.id/Aubree-Niacinamide-Skin-Booster-30ml-i.825870.5522871423,Aubree,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,9,"Rp4,004,000",9,Rp4004000,4004000
Holika Holika Gold Kiwi Vita C+ Brightening Serum - Plastic Seal Packaging,https://shopee.co.id/Holika-Holika-Gold-Kiwi-Vita-C-Brightening-Serum-Plastic-Seal-Packaging-i.18856010.2922520436,Holika Holika,Holika Holika Indonesia Official Store,Shopee,Official Store,KOTA JAKARTA BARAT,9,"Rp2,009,250",9,Rp2009250,2009250
[BPOM] Dear Me Beauty Single Activator Face Serum 12ml & 32ml,https://shopee.co.id/Dear-Me-Beauty-Single-Activator-Face-Serum-12ml-32ml-i.50948181.3489760358,Dear Me Beauty,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,9,"Rp675,000",9,Rp675000,675000
GLOWINC POTION FOREVER+ Pro Youth Serum,https://shopee.co.id/GLOWINC-POTION-FOREVER-Pro-Youth-Serum-i.487788169.11332270255,Glowinc,GLOWINC POTION Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,9,"Rp1,222,650",9,Rp1222650,1222650
Calysta C-Light Essence,https://shopee.co.id/Calysta-C-Light-Essence-i.3188555.6952497196,Calysta,Calysta Skin Care Clinic Official Shop,Shopee,Official Store,KOTA BANDUNG,9,"Rp1,710,000",9,Rp1710000,1710000
Somethinc Bakuchiol Skinpair Oil Serum 20 mL,https://shopee.co.id/Somethinc-Bakuchiol-Skinpair-Oil-Serum-20-mL-i.65323877.7394819874,Somethinc,Shopee Supermarket,Shopee,Official Store,KOTA BEKASI,9,"Rp1,216,800",9,Rp1216800,1216800
"Irine Beauty Care Platinum Serum - Lightening (with Niacinamide, Allantoin, Witch Hazel)",https://shopee.co.id/Irine-Beauty-Care-Platinum-Serum-Lightening-with-Niacinamide-Allantoin-Witch-Hazel--i.154545935.2313272770,Irine Beauty Care,IRINE Beauty Care Official Shop,Shopee,Official Store,KOTA TANGERANG,9,"Rp983,250",9,Rp983250,983250
Somethinc Criously 24K Gold Essence,https://shopee.co.id/Somethinc-Criously-24K-Gold-Essence-i.10689.7519446831,Somethinc,Nihonmart Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp931,500",9,Rp931500,931500
Raiku Anti Aging Serum 30ml,https://shopee.co.id/Raiku-Anti-Aging-Serum-30ml-i.82041605.1467890833,Raiku,Raiku Beauty Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,9,"Rp3,376,440",9,Rp3376440,3376440
Benton Fermentation Essence,https://shopee.co.id/Benton-Fermentation-Essence-i.125116082.2753580538,Benton,Style Korean Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp1,020,000",9,Rp1020000,1020000
Westcare Bounce & Glow Serum 30ml,https://shopee.co.id/Westcare-Bounce-Glow-Serum-30ml-i.10689.5243227727,Westcare,Nihonmart Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp2,603,000",9,Rp2603000,2603000
HAYEJIN Blessing of Sprout Enriched Serum 10ml,https://shopee.co.id/HAYEJIN-Blessing-of-Sprout-Enriched-Serum-10ml-i.318720131.9702107812,Hayejin,Hayejin Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,9,"Rp1,176,000",9,Rp1176000,1176000
VOTRE PEAU Maharis Clinic Vit.C Serum 30ml (Blue Bottle),https://shopee.co.id/VOTRE-PEAU-Maharis-Clinic-Vit-C-Serum-30ml-Blue-Bottle--i.68111.577071313,Votre Peau,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,9,"Rp1,890,000",9,Rp1890000,1890000
HISTOIRE NATURELLE Lactobacillus Duo (Facial Foam and Serum),https://shopee.co.id/HISTOIRE-NATURELLE-Lactobacillus-Duo-Facial-Foam-and-Serum--i.315746431.8415086861,Naturelle,Histoire Naturelle Official Shop,Shopee,Official Store,KOTA TANGERANG,9,"Rp685,656",9,Rp685656,685656
Hanasui Serum Vit C 20ml,https://shopee.co.id/Hanasui-Serum-Vit-C-20ml-i.277377659.3739770649,Hanasui,Gogobli Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,9,"Rp388,080",9,Rp388080,388080
Probeauty Lightening Gold Serum / Serum Glowing Anti Aging,https://shopee.co.id/Probeauty-Lightening-Gold-Serum-Serum-Glowing-Anti-Aging-i.9171679.1497988947,Probeauty,Probeauty Official Shop,Shopee,Official Store,KAB. MOJOKERTO,9,"Rp1,758,901",9,Rp1758901,1758901
Babor Skinovage Purifying Serum 30 ML,https://shopee.co.id/Babor-Skinovage-Purifying-Serum-30-ML-i.131188140.5056372005,Babor,Babor Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp647,625",9,Rp647625,647625
Dear Me Beauty Paket Serum Anti Komedo (Anti Beruntusan): 32ml BHA + 12 ml Retinol,https://shopee.co.id/Dear-Me-Beauty-Paket-Serum-Anti-Komedo-Anti-Beruntusan-32ml-BHA-12-ml-Retinol-i.45495764.13511653788,Dear Me Beauty,Dear Me Beauty Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp1,726,400",9,Rp1726400,1726400
LOVILA Glow Activation Booster Serum,https://shopee.co.id/LOVILA-Glow-Activation-Booster-Serum-i.270965687.9222958432,Lovila,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,9,"Rp1,233,000",9,Rp1233000,1233000
Dear Me Beauty Single Activator Face Serum 12ml | 32ml,https://shopee.co.id/Dear-Me-Beauty-Single-Activator-Face-Serum-12ml-32ml-i.136011044.9850026312,Dear Me Beauty,Sherbeautee Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,9,"Rp2,760,000",9,Rp2760000,2760000
SYB Forte Serum Acne,https://shopee.co.id/SYB-Forte-Serum-Acne-i.150222332.2329528579,Syb Forte,SYB Official Shop,Shopee,Official Store,KOTA SURABAYA,9,"Rp1,039,500",9,Rp1039500,1039500
Bio Essence - Bio White Starter Pack Free Bio White Mask,https://shopee.co.id/Bio-Essence-Bio-White-Starter-Pack-Free-Bio-White-Mask-i.63822287.10600514403,Bio Essence,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp1,564,425",9,Rp1564425,1564425
Natasha by dr Fredi Setyawan Almond Brightening Day Serum,https://shopee.co.id/Natasha-by-dr-Fredi-Setyawan-Almond-Brightening-Day-Serum-i.40121814.693787398,Natasha,Natasha Skincare Official,Shopee,Official Store,KOTA YOGYAKARTA,9,"Rp6,631,700",9,Rp6631700,6631700
I-Face Vitamin C Serum 10 mL / Serum Kulit/ Serum Wajah/ Serum Kulit Wajah/ Pencerah Wajah,https://shopee.co.id/I-Face-Vitamin-C-Serum-10-mL-Serum-Kulit-Serum-Wajah-Serum-Kulit-Wajah-Pencerah-Wajah-i.204185841.5979636920,I-Face,Pharos Official Shop,Shopee,Official Store,KAB. TANGERANG,9,"Rp26,915,800",9,Rp26915800,26915800
KLEVERU Vitamin C 10% Ferulic Serum 15ml,https://shopee.co.id/KLEVERU-Vitamin-C-10-Ferulic-Serum-15ml-i.270965687.10502997167,Kleveru,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,9,"Rp27,457,500",9,Rp27457500,27457500
Avoskin Perfect Hydrating Treatment Essence 30ml & 100ml,https://shopee.co.id/Avoskin-Perfect-Hydrating-Treatment-Essence-30ml-100ml-i.136011044.6845311972,Avoskin,Sherbeautee Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,9,"Rp1,485,000",9,Rp1485000,1485000
Probio-C Vitamin C Spray 50ml,https://shopee.co.id/Probio-C-Vitamin-C-Spray-50ml-i.121791179.5117580466,Probio C,Century Health Official Shop,Shopee,Official Store,KAB. TANGERANG,9,"Rp868,500",9,Rp868500,868500
Shiseido Benefiance Wrinkle Smoothing Contour Serum 30ml,https://shopee.co.id/Shiseido-Benefiance-Wrinkle-Smoothing-Contour-Serum-30ml-i.345419471.3569650506,Shiseido,Shiseido Official Shop,Shopee,Official Store,KOTA TANGERANG,9,"Rp2,583,300",9,Rp2583300,2583300
L'Oreal Paris Revitalift Pro-Youth Serum Sheet Mask Skin Care - Elasticity (Kulit Terasa Kencang),https://shopee.co.id/L-Oreal-Paris-Revitalift-Pro-Youth-Serum-Sheet-Mask-Skin-Care-Elasticity-Kulit-Terasa-Kencang--i.62579622.4016460126,L'Oreal,L'Oreal Paris Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp861,250",9,Rp861250,861250
Daneen Brightening Serum 10ml,https://shopee.co.id/Daneen-Brightening-Serum-10ml-i.328329669.8415011983,Daneen Skincare,Daneen Skincare Official Shop,Shopee,Official Store,KAB. TANGERANG,9,"Rp852,300",9,Rp852300,852300
Huxley Essence Grab Water,https://shopee.co.id/Huxley-Essence-Grab-Water-i.125116082.2753084376,Huxley,Style Korean Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,9,"Rp5,733,000",9,Rp5733000,5733000
AZARINE ANTI ACNE & BRIGHTENING SERUM 20 ML,https://shopee.co.id/AZARINE-ANTI-ACNE-BRIGHTENING-SERUM-20-ML-i.50972887.4888243527,Azarine,VitaminDiskon Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,8,"Rp1,091,500",8,Rp1091500,1091500
"Pore Minimizer Serum ""Nadhifabeautycare""",https://shopee.co.id/Pore-Minimizer-Serum-i.3087844.9230637960,NadhifaBeautycare,Nadfaskin Official Shop,Shopee,Official Store,KOTA BANDUNG,8,"Rp520,400",8,Rp520400,520400
SK II RNA Essence 30 ml,https://shopee.co.id/SK-II-RNA-Essence-30-ml-i.110573301.6473600418,SK-II,Beauty by Shopee,Shopee,Official Store,KOTA JAKARTA UTARA,8,"Rp688,880",8,Rp688880,688880
[BPOM] Scarlett Whitening Glowtening Serum,https://shopee.co.id/Scarlett-Whitening-Glowtening-Serum-15ml-i.50948181.10714444022,Scarlett,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,8,"Rp2,280,000",8,Rp2280000,2280000
Soleluna Brightening Serum,https://shopee.co.id/Soleluna-Brightening-Serum-i.466641910.11518733912,Soleluna,Soleluna Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,8,"Rp287,992",8,Rp287992,287992
Jelly Booster Marwah Skin Treatment,https://shopee.co.id/Jelly-Booster-Marwah-Skin-Treatment-i.357101711.6093072155,Marwah,Marwah Bandung Authorized Shop,Shopee,Official Store,KAB. BANDUNG,8,"Rp3,255,000",8,Rp3255000,3255000
Mugens The M Marula Water Pack,https://shopee.co.id/Mugens-The-M-Marula-Water-Pack-i.293209404.7446007977,Mugens,Mugens Official Shop,Shopee,Official Store,KOTA MEDAN,8,"Rp890,400",8,Rp890400,890400
Votre Peau Vitamin C Serum - 30ml,https://shopee.co.id/Votre-Peau-Vitamin-C-Serum-30ml-i.825870.1738550196,Votre Peau,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,8,"Rp6,900,000",8,Rp6900000,6900000
Crushlicious Overnight Glow Serum + Niacinamide Glow Up Facial Serum,https://shopee.co.id/Crushlicious-Overnight-Glow-Serum-Niacinamide-Glow-Up-Facial-Serum-i.4184162.9060179550,Crushlicious,CRUSHLICIOUS Official Shop,Shopee,Official Store,KAB. PURBALINGGA,8,"Rp1,912,000",8,Rp1912000,1912000
Galactomyces Essence FREE Face Mist Pink Rose,https://shopee.co.id/Galactomyces-Essence-i.3087844.3006984553,NadhifaBeautycare,Nadfaskin Official Shop,Shopee,Official Store,KOTA BANDUNG,8,"Rp1,112,000",8,Rp1112000,1112000
Tuesbelle - BIO BEAUTY LAB Phyto Power Essence - 50ml,https://shopee.co.id/Tuesbelle-BIO-BEAUTY-LAB-Phyto-Power-Essence-50ml-i.36872574.10327965919,Bio Beauty Lab,Tuesbelle Official Shop,Shopee,Official Store,KAB. SIDOARJO,8,"Rp2,098,140",8,Rp2098140,2098140
THE POTIONS - Centella Asiatica Water Essence 20ml,https://shopee.co.id/THE-POTIONS-Centella-Asiatica-Water-Essence-20ml-i.379239733.8311974299,the Potions,The Potions Official Shop,Shopee,Official Store,KOTA TANGERANG,8,"Rp1,112,000",8,Rp1112000,1112000
Humphrey Gold Whitening Plus Serum 20ml (Anti Aging / Keriput),https://shopee.co.id/Humphrey-Gold-Whitening-Plus-Serum-20ml-Anti-Aging-Keriput--i.83349.1725209715,Humphrey,Humphrey Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,8,"Rp1,138,700",8,Rp1138700,1138700
SERUM NATURE REACTION CRYSTAL BRIGHT SERUM ORI \/NATURE REACTION CRYSTAL SERUM NATURE REACTION SERUM,https://shopee.co.id/SERUM-NATURE-REACTION-CRYSTAL-BRIGHT-SERUM-ORI-NATURE-REACTION-CRYSTAL-SERUM-NATURE-REACTION-SERUM-i.375565670.11628128336,Nature Reaction,Adera Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,8,"Rp240,000",8,Rp240000,240000
Natasha by dr Fredi Setyawan Moist Bright Serum 17g,https://shopee.co.id/Natasha-by-dr-Fredi-Setyawan-Moist-Bright-Serum-17g-i.40121814.6456017086,Natasha,Natasha Skincare Official,Shopee,Official Store,KOTA YOGYAKARTA,8,"Rp343,200",8,Rp343200,343200
FSS Renew Retinol 2.5 Serum Concentrate - 30ml,https://shopee.co.id/FSS-Renew-Retinol-2-5-Serum-Concentrate-30ml-i.825870.1702518389,FSS For Skin's Sake,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,8,"Rp240,000",8,Rp240000,240000
Aqua+ Series Radiance Intensive Essence 30ml,https://shopee.co.id/Aqua-Series-Radiance-Intensive-Essence-30ml-i.825870.2018071677,Aqua+ Series,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,8,"Rp1,362,000",8,Rp1362000,1362000
Astalift Infocus Cellatve Serum 5 ml (Tube Mini Size),https://shopee.co.id/Astalift-Infocus-Cellatve-Serum-5-ml-Tube-Mini-Size--i.104888237.6555208075,Astalift,Astalift Indonesia ,Shopee,Official Store,KOTA JAKARTA UTARA,8,"Rp1,062,500",8,Rp1062500,1062500
Lacoco Hydrating Divine Essence 50ml,https://shopee.co.id/Lacoco-Hydrating-Divine-Essence-50ml-i.68111.7342114056,Lacoco En Nature,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,8,"Rp1,215,100",8,Rp1215100,1215100
KLEVERU Glass Skin Overnight Serum 20ml,https://shopee.co.id/KLEVERU-Glass-Skin-Overnight-Serum-20ml-i.68111.3727348532,Kleveru,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,8,"Rp919,800",8,Rp919800,919800
Loreal Paris Revitalift Crystal Micro-Essence 65ml,https://shopee.co.id/Loreal-Paris-Revitalift-Crystal-Micro-Essence-65ml-i.10689.8317293833,L'Oreal,Nihonmart Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,8,"Rp487,200",8,Rp487200,487200
Benton Deep Green Tea Serum 30 ml,https://shopee.co.id/Benton-Deep-Green-Tea-Serum-30-ml-i.125116082.6978725768,Benton,Style Korean Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,8,"Rp2,396,600",8,Rp2396600,2396600
For Skin's Sake FSS - Hyaluronic Acid Serum,https://shopee.co.id/For-Skin-s-Sake-FSS-Hyaluronic-Acid-Serum-i.99513899.1620722116,For Skin'S Sake,For Skin's Sake Official Shop,Shopee,Official Store,KOTA TANGERANG,8,"Rp828,000",8,Rp828000,828000
VOTRE PEAU Vitamin C Serum 30ml,https://shopee.co.id/VOTRE-PEAU-Vitamin-C-Serum-i.68111.825346327,Votre Peau,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,8,"Rp369,600",8,Rp369600,369600
THE AUBREE Brightening Serum Concentrate 30ml,https://shopee.co.id/THE-AUBREE-Brightening-Serum-Concentrate-30ml-i.270965687.9911070673,The Aubree,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,8,"Rp1,176,000",8,Rp1176000,1176000
Optimal Serum Acne Marwah Skincare,https://shopee.co.id/Optimal-Serum-Acne-Marwah-Skincare-i.357101711.9645018136,Marwah,Marwah Bandung Authorized Shop,Shopee,Official Store,KAB. BANDUNG,8,"Rp1,854,800",8,Rp1854800,1854800
Mila D'opiz White Shade Vision serum 30ml / Miladopiz,https://shopee.co.id/Mila-D-opiz-White-Shade-Vision-serum-30ml-Miladopiz-i.322619273.7657970246,Mila D'Opiz,Mila D'Opiz Official Shop,Shopee,Official Store,KOTA JAKARTA TIMUR,8,"Rp2,701,000",8,Rp2701000,2701000
Dnars Flawless Serum With Vitamin C (Official Shop),https://shopee.co.id/Dnars-Flawless-Serum-With-Vitamin-C-Official-Shop--i.93727097.2310398852,Dnars,Dnars Skincare Official Shop,Shopee,Official Store,KOTA DEPOK,8,"Rp1,254,000",8,Rp1254000,1254000
Fat Panda 10% Niacinamide+ Collagen Ampoule 20ml | Brightening Serum,https://shopee.co.id/Fat-Panda-10-Niacinamide-Collagen-Ampoule-20ml-Brightening-Serum-i.206623679.8884923223,Fat Panda,Fat Panda Official Shop,Shopee,Official Store,KOTA TANGERANG,8,"Rp640,800",8,Rp640800,640800
POB LIFTING SERUM | OUR DARK SPOT SOLUTION Mengencangkan dan Menghaluskan Kulit Wajah Glowing Look  BPOM 20 ML,https://shopee.co.id/POB-LIFTING-SERUM-OUR-DARK-SPOT-SOLUTION-Mengencangkan-dan-Menghaluskan-Kulit-Wajah-Glowing-Look-BPOM-20-ML-i.495355925.7595750260,Point of Beauty,POB Point of Beauty Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,8,"Rp784,800",8,Rp784800,784800
The Body Shop Oils Of Life Intensely Revitalising Facial Oil Serum 30ml,https://shopee.co.id/The-Body-Shop-Oils-Of-Life-Intensely-Revitalising-Facial-Oil-Serum-30ml-i.28053737.1381685946,The Body Shop,The Body Shop Official,Shopee,Official Store,KOTA TANGERANG SELATAN,8,"Rp1,080,250",8,Rp1080250,1080250
